       6     120      51      66

     EOS file :  /Users/dany/Work/NStar/eos/v14/APR_EOS_Acc_Fe.dat           

  step        radius       baryon#       density        pressure       encl. mass            phi     encl. bar. mass 
                (m)        (#/fm3)       (g/cm3)        (dyn/cm2)      (sol. mass)                     (sol. mass)   

     0       0.000000   4.901464E-01   8.796268E+14    1.01424E+35   0.000000000E+00  -3.851676E-01   0.000000000E+00
     1      10.000000   4.901461E-01   8.796262E+14    1.01423E+35   1.852473169E-09  -3.851674E-01   1.728726432E-09
     2      11.666664   4.901460E-01   8.796260E+14    1.01423E+35   2.941657254E-09  -3.851673E-01   2.745152303E-09
     3      13.611106   4.901459E-01   8.796258E+14    1.01423E+35   4.671239521E-09  -3.851672E-01   4.359197568E-09
     4      15.879620   4.901457E-01   8.796254E+14    1.01423E+35   7.417748382E-09  -3.851671E-01   6.922238704E-09
     5      18.526217   4.901455E-01   8.796250E+14    1.01423E+35   1.177909469E-08  -3.851669E-01   1.099224669E-08
     6      21.613910   4.901452E-01   8.796244E+14    1.01423E+35   1.870473372E-08  -3.851667E-01   1.745525477E-08
     7      25.216213   4.901448E-01   8.796236E+14    1.01422E+35   2.970235443E-08  -3.851664E-01   2.771824228E-08
     8      29.418891   4.901442E-01   8.796225E+14    1.01422E+35   4.716608761E-08  -3.851659E-01   4.401542160E-08
     9      34.322001   4.901435E-01   8.796209E+14    1.01422E+35   7.489767361E-08  -3.851653E-01   6.989459885E-08
    10      40.042275   4.901425E-01   8.796189E+14    1.01421E+35   1.189340258E-07  -3.851645E-01   1.109894714E-07
    11      46.715891   4.901411E-01   8.796160E+14    1.01420E+35   1.888613024E-07  -3.851634E-01   1.762459534E-07
    12      54.501721   4.901392E-01   8.796122E+14    1.01418E+35   2.999014561E-07  -3.851619E-01   2.798694171E-07
    13      63.585099   4.901366E-01   8.796070E+14    1.01417E+35   4.762252781E-07  -3.851599E-01   4.444165861E-07
    14      74.182232   4.901331E-01   8.795999E+14    1.01414E+35   7.562127005E-07  -3.851571E-01   7.057047968E-07
    15      86.545328   4.901283E-01   8.795902E+14    1.01411E+35   1.200804469E-06  -3.851533E-01   1.120606534E-06
    16     100.968581   4.901218E-01   8.795770E+14    1.01406E+35   1.906761072E-06  -3.851482E-01   1.779424299E-06
    17     117.795142   4.901130E-01   8.795591E+14    1.01400E+35   3.027710455E-06  -3.851412E-01   2.825535882E-06
    18     137.425225   4.901010E-01   8.795347E+14    1.01391E+35   4.807555986E-06  -3.851316E-01   4.486578338E-06
    19     160.325555   4.900846E-01   8.795015E+14    1.01380E+35   7.633494533E-06  -3.851187E-01   7.123941049E-06
    20     187.040328   4.900623E-01   8.794564E+14    1.01364E+35   1.212013700E-05  -3.851010E-01   1.131130286E-05
    21     218.203948   4.900320E-01   8.793949E+14    1.01343E+35   1.924293688E-05  -3.850770E-01   1.795922514E-05
    22     254.555762   4.899907E-01   8.793113E+14    1.01313E+35   3.054974251E-05  -3.850443E-01   2.851273948E-05
    23     296.957094   4.899345E-01   8.791979E+14    1.01274E+35   4.849603051E-05  -3.849998E-01   4.526454248E-05
    24     346.410824   4.898580E-01   8.790437E+14    1.01220E+35   7.697570459E-05  -3.849393E-01   7.185111320E-05
    25     404.083849   4.897539E-01   8.788338E+14    1.01146E+35   1.221607116E-04  -3.848569E-01   1.140379152E-04
    26     471.332559   4.896123E-01   8.785483E+14    1.01046E+35   1.938272150E-04  -3.847449E-01   1.809605762E-04
    27     549.731506   4.894198E-01   8.781600E+14    1.00911E+35   3.074462395E-04  -3.845927E-01   2.870836155E-04
    28     641.105141   4.891579E-01   8.776321E+14    1.00726E+35   4.874707025E-04  -3.843857E-01   4.552845197E-04
    29     747.562180   4.888020E-01   8.769145E+14    1.00476E+35   7.724846447E-04  -3.841046E-01   7.216946215E-04
    30     871.531474   4.883184E-01   8.759398E+14    1.00137E+35   1.223229240E-03  -3.837231E-01   1.143265066E-03
    31    1015.797276   4.876620E-01   8.746166E+14    9.96775E+34   1.935026287E-03  -3.832057E-01   1.809522310E-03
    32    1183.530116   4.867715E-01   8.728222E+14    9.90570E+34   3.056824034E-03  -3.825051E-01   2.860684154E-03
    33    1378.306932   4.855651E-01   8.703919E+14    9.82206E+34   4.820003335E-03  -3.815580E-01   4.515260415E-03
    34    1604.110214   4.839336E-01   8.671062E+14    9.70975E+34   7.581118028E-03  -3.802810E-01   7.111430479E-03
    35    1865.290224   4.817321E-01   8.626747E+14    9.55964E+34   1.188357375E-02  -3.785650E-01   1.116765395E-02
    36    2166.466401   4.787700E-01   8.567297E+14    9.36030E+34   1.854304731E-02  -3.762693E-01   1.746847833E-02
    37    2512.329108   4.748007E-01   8.487956E+14    9.09788E+34   2.875845983E-02  -3.732172E-01   2.717967169E-02
    38    2907.304212   4.695123E-01   8.382417E+14    8.75641E+34   4.424027793E-02  -3.691924E-01   4.199012871E-02
    39    3355.029087   4.625145E-01   8.243619E+14    8.31887E+34   6.732971176E-02  -3.639434E-01   6.426073619E-02
    40    3857.538781   4.533428E-01   8.062736E+14    7.76959E+34   1.010397671E-01  -3.571974E-01   9.712277401E-02
    41    4414.215479   4.414724E-01   7.830257E+14    7.09819E+34   1.489040227E-01  -3.486935E-01   1.444163295E-01
    42    5020.475471   4.263470E-01   7.536959E+14    6.30526E+34   2.144633448E-01  -3.382407E-01   2.102851436E-01
    43    5666.412600   4.074591E-01   7.174811E+14    5.40879E+34   3.002456859E-01  -3.258012E-01   2.982171055E-01
    44    6335.907063   3.844376E-01   6.739283E+14    4.44848E+34   4.062916527E-01  -3.115860E-01   4.094598123E-01
    45    7006.832261   3.571715E-01   6.230997E+14    3.48433E+34   5.287042459E-01  -2.961239E-01   5.411565599E-01
    46    7653.149510   3.259080E-01   5.657252E+14    2.58611E+34   6.591830276E-01  -2.802458E-01   6.852190015E-01
    47    8249.043650   2.845383E-01   4.907777E+14    1.83320E+34   7.835681818E-01  -2.649673E-01   8.261113321E-01
    48    8791.628137   2.498279E-01   4.289057E+14    1.22223E+34   8.980868380E-01  -2.507504E-01   9.586451508E-01
    49    9249.570846   2.148409E-01   3.673644E+14    7.76611E+33   9.919074993E-01  -2.386735E-01   1.069119041E+00
    50    9620.565463   1.636509E-01   2.782110E+14    5.01526E+33   1.056079492E+00  -2.289775E-01   1.145752072E+00
    51    9960.459647   1.369785E-01   2.322434E+14    2.98042E+33   1.108676244E+00  -2.202904E-01   1.209054212E+00
    52   10220.104359   1.132747E-01   1.916379E+14    1.72722E+33   1.144126325E+00  -2.138167E-01   1.251923237E+00
    53   10412.889078   9.205165E-02   1.554608E+14    9.84609E+32   1.166687817E+00  -2.091208E-01   1.279282263E+00
    54   10554.225485   6.812451E-02   1.147435E+14    5.71117E+32   1.179960086E+00  -2.057487E-01   1.295408030E+00
    55   10668.823236   4.982589E-02   8.368629E+13    3.30988E+32   1.188020004E+00  -2.030661E-01   1.305220565E+00
    56   10762.266154   3.634954E-02   6.087835E+13    1.90971E+32   1.192902865E+00  -2.009167E-01   1.311175646E+00
    57   10837.976800   2.647118E-02   4.420742E+13    1.09845E+32   1.195824632E+00  -1.992021E-01   1.314745113E+00
    58   10899.001413   1.892840E-02   3.154906E+13    6.31654E+31   1.197551248E+00  -1.978383E-01   1.316857977E+00
    59   10948.869313   1.287771E-02   2.146393E+13    3.69704E+31   1.198541581E+00  -1.967363E-01   1.318069516E+00
    60   10992.263127   8.640353E-03   1.440059E+13    2.17375E+31   1.199128298E+00  -1.957867E-01   1.318786838E+00
    61   11030.670573   5.623964E-03   9.373274E+12    1.28586E+31   1.199475942E+00  -1.949536E-01   1.319211489E+00
    62   11065.881185   3.664545E-03   6.107965E+12    7.67153E+30   1.199682067E+00  -1.941958E-01   1.319463097E+00
    63   11098.376413   2.070868E-03   3.451209E+12    4.84650E+30   1.199795840E+00  -1.935017E-01   1.319601858E+00
    64   11134.966084   1.173443E-03   1.955728E+12    3.00266E+30   1.199871116E+00  -1.927260E-01   1.319693601E+00
    65   11175.289886   5.480086E-04   9.133478E+11    1.99211E+30   1.199912979E+00  -1.918784E-01   1.319744587E+00
    66   11233.046509   3.337878E-04   5.563129E+11    1.21788E+30   1.199945676E+00  -1.906773E-01   1.319784370E+00
    67   11291.757884   2.153312E-04   3.588853E+11    7.26978E+29   1.199966896E+00  -1.894718E-01   1.319810158E+00
    68   11346.794903   1.392628E-04   2.321047E+11    4.33708E+29   1.199979865E+00  -1.883557E-01   1.319825900E+00
    69   11398.183801   9.100023E-05   1.516671E+11    2.57587E+29   1.199987820E+00  -1.873255E-01   1.319835545E+00
    70   11445.421567   5.945043E-05   9.908405E+10    1.52944E+29   1.199992639E+00  -1.863885E-01   1.319841383E+00
    71   11488.799358   3.909642E-05   6.516071E+10    9.07597E+28   1.199995555E+00  -1.855364E-01   1.319844911E+00
    72   11528.312641   2.584621E-05   4.307702E+10    5.36341E+28   1.199997324E+00  -1.847670E-01   1.319847051E+00
    73   11563.937446   1.708336E-05   2.847227E+10    3.16871E+28   1.199998385E+00  -1.840789E-01   1.319848333E+00
    74   11596.026658   1.128950E-05   1.881584E+10    1.87167E+28   1.199999021E+00  -1.834634E-01   1.319849101E+00
    75   11624.907003   7.459477E-06   1.243246E+10    1.10532E+28   1.199999401E+00  -1.829131E-01   1.319849559E+00
    76   11650.879783   4.942922E-06   8.238204E+09    6.52164E+27   1.199999628E+00  -1.824210E-01   1.319849833E+00
