          5        1050

                COND. CRYSTAL PARAMETERS

        Rho         A       Z        IS171      IS5000       IK171      IK5000
     1.950E+08      62      28      0.3721      0.9302      2.5147      3.6513
     1.995E+08      62      28      0.3720      0.9294      2.5146      3.6506
     2.042E+08      62      28      0.3719      0.9287      2.5145      3.6500
     2.089E+08      62      28      0.3718      0.9280      2.5144      3.6493
     2.138E+08      62      28      0.3717      0.9272      2.5143      3.6486
     2.188E+08      62      28      0.3716      0.9265      2.5142      3.6479
     2.239E+08      62      28      0.3715      0.9257      2.5141      3.6473
     2.291E+08      62      28      0.3714      0.9250      2.5140      3.6466
     2.344E+08      62      28      0.3713      0.9242      2.5139      3.6459
     2.399E+08      62      28      0.3712      0.9235      2.5138      3.6452
     2.455E+08      62      28      0.3711      0.9228      2.5137      3.6446
     2.512E+08      62      28      0.3710      0.9220      2.5136      3.6439
     2.570E+08      62      28      0.3709      0.9213      2.5135      3.6432
     2.630E+08      62      28      0.3708      0.9206      2.5134      3.6426
     2.692E+08      62      28      0.3707      0.9201      2.5133      3.6421
     2.754E+08      62      28      0.3707      0.9196      2.5133      3.6417
     2.818E+08      62      28      0.3706      0.9191      2.5132      3.6413
     2.884E+08      62      28      0.3706      0.9187      2.5131      3.6408
     2.951E+08      62      28      0.3705      0.9182      2.5130      3.6404
     3.020E+08      62      28      0.3704      0.9177      2.5130      3.6400
     3.090E+08      62      28      0.3704      0.9173      2.5129      3.6395
     3.162E+08      62      28      0.3703      0.9168      2.5128      3.6391
     3.236E+08      62      28      0.3703      0.9163      2.5128      3.6387
     3.311E+08      64      28      0.3702      0.9159      2.5127      3.6383
     3.388E+08      64      28      0.3701      0.9153      2.5126      3.6377
     3.467E+08      64      28      0.3701      0.9148      2.5126      3.6372
     3.548E+08      64      28      0.3700      0.9143      2.5125      3.6367
     3.631E+08      64      28      0.3699      0.9138      2.5124      3.6362
     3.715E+08      64      28      0.3699      0.9133      2.5123      3.6357
     3.802E+08      64      28      0.3698      0.9127      2.5123      3.6352
     3.890E+08      64      28      0.3697      0.9122      2.5122      3.6346
     3.981E+08      64      28      0.3697      0.9117      2.5121      3.6341
     4.074E+08      64      28      0.3696      0.9112      2.5121      3.6336
     4.169E+08      64      28      0.3695      0.9107      2.5120      3.6331
     4.266E+08      64      28      0.3695      0.9101      2.5119      3.6326
     4.365E+08      64      28      0.3694      0.9096      2.5119      3.6321
     4.467E+08      64      28      0.3693      0.9091      2.5118      3.6316
     4.571E+08      64      28      0.3693      0.9086      2.5117      3.6310
     4.677E+08      64      28      0.3692      0.9081      2.5116      3.6305
     4.786E+08      64      28      0.3692      0.9075      2.5116      3.6300
     4.898E+08      64      28      0.3691      0.9070      2.5115      3.6295
     5.012E+08      64      28      0.3690      0.9065      2.5114      3.6290
     5.129E+08      64      28      0.3690      0.9060      2.5114      3.6285
     5.248E+08      64      28      0.3689      0.9055      2.5113      3.6280
     5.370E+08      64      28      0.3688      0.9050      2.5112      3.6275
     5.495E+08      64      28      0.3688      0.9046      2.5112      3.6270
     5.623E+08      64      28      0.3687      0.9041      2.5111      3.6265
     5.754E+08      64      28      0.3687      0.9037      2.5110      3.6261
     5.888E+08      64      28      0.3686      0.9032      2.5110      3.6256
     6.026E+08      64      28      0.3686      0.9028      2.5109      3.6251
     6.166E+08      64      28      0.3685      0.9023      2.5108      3.6247
     6.310E+08      64      28      0.3685      0.9019      2.5108      3.6242
     6.457E+08      64      28      0.3684      0.9015      2.5107      3.6237
     6.607E+08      64      28      0.3684      0.9010      2.5106      3.6233
     6.761E+08      64      28      0.3683      0.9006      2.5106      3.6228
     6.918E+08      64      28      0.3683      0.9001      2.5105      3.6223
     7.079E+08      64      28      0.3682      0.8997      2.5104      3.6218
     7.244E+08      64      28      0.3682      0.8992      2.5104      3.6214
     7.413E+08      64      28      0.3681      0.8988      2.5103      3.6209
     7.586E+08      64      28      0.3681      0.8983      2.5103      3.6204
     7.762E+08      64      28      0.3680      0.8979      2.5102      3.6200
     7.943E+08      64      28      0.3680      0.8975      2.5101      3.6195
     8.128E+08      64      28      0.3679      0.8970      2.5101      3.6190
     8.318E+08      64      28      0.3679      0.8966      2.5100      3.6186
     8.511E+08      64      28      0.3679      0.8962      2.5099      3.6181
     8.710E+08      64      28      0.3678      0.8958      2.5099      3.6177
     8.913E+08      64      28      0.3678      0.8954      2.5098      3.6172
     9.120E+08      64      28      0.3677      0.8950      2.5098      3.6168
     9.333E+08      64      28      0.3677      0.8946      2.5097      3.6164
     9.550E+08      64      28      0.3677      0.8942      2.5097      3.6159
     9.772E+08      64      28      0.3676      0.8938      2.5096      3.6155
     1.000E+09      64      28      0.3676      0.8934      2.5096      3.6150
     1.023E+09      64      28      0.3675      0.8931      2.5095      3.6146
     1.047E+09      64      28      0.3672      0.8927      2.5098      3.6155
     1.072E+09      64      28      0.3641      0.8932      2.5128      3.6307
     1.096E+09      64      28      0.3610      0.8937      2.5158      3.6459
     1.122E+09      64      28      0.3578      0.8942      2.5188      3.6610
     1.148E+09      64      28      0.3547      0.8947      2.5219      3.6762
     1.175E+09      64      28      0.3516      0.8951      2.5249      3.6914
     1.202E+09      64      28      0.3485      0.8956      2.5279      3.7066
     1.230E+09      64      28      0.3453      0.8961      2.5309      3.7217
     1.259E+09      64      28      0.3422      0.8966      2.5340      3.7369
     1.288E+09      64      28      0.3391      0.8971      2.5370      3.7521
     1.318E+09      84      34      0.3362      0.8975      2.5398      3.7661
     1.349E+09      84      34      0.3362      0.8972      2.5397      3.7657
     1.380E+09      84      34      0.3361      0.8968      2.5397      3.7653
     1.413E+09      84      34      0.3361      0.8965      2.5396      3.7650
     1.445E+09      84      34      0.3361      0.8962      2.5396      3.7646
     1.479E+09      84      34      0.3360      0.8959      2.5395      3.7642
     1.514E+09      84      34      0.3360      0.8956      2.5395      3.7639
     1.549E+09      84      34      0.3360      0.8952      2.5394      3.7635
     1.585E+09      84      34      0.3360      0.8949      2.5394      3.7631
     1.622E+09      84      34      0.3359      0.8946      2.5393      3.7627
     1.660E+09      84      34      0.3359      0.8943      2.5393      3.7624
     1.698E+09      84      34      0.3359      0.8940      2.5392      3.7620
     1.738E+09      84      34      0.3358      0.8937      2.5392      3.7616
     1.778E+09      84      34      0.3358      0.8933      2.5391      3.7613
     1.820E+09      84      34      0.3358      0.8930      2.5391      3.7609
     1.862E+09      84      34      0.3357      0.8927      2.5390      3.7605
     1.905E+09      84      34      0.3357      0.8924      2.5390      3.7602
     1.950E+09      84      34      0.3357      0.8921      2.5389      3.7598
     1.995E+09      84      34      0.3357      0.8918      2.5389      3.7594
     2.042E+09      84      34      0.3356      0.8915      2.5388      3.7590
     2.089E+09      84      34      0.3356      0.8912      2.5387      3.7587
     2.138E+09      84      34      0.3356      0.8909      2.5387      3.7583
     2.188E+09      84      34      0.3355      0.8906      2.5386      3.7579
     2.239E+09      84      34      0.3355      0.8902      2.5386      3.7576
     2.291E+09      84      34      0.3355      0.8899      2.5385      3.7572
     2.344E+09      84      34      0.3354      0.8896      2.5385      3.7568
     2.399E+09      84      34      0.3354      0.8893      2.5384      3.7565
     2.455E+09      84      34      0.3354      0.8890      2.5384      3.7561
     2.512E+09      84      34      0.3354      0.8887      2.5383      3.7557
     2.570E+09      84      34      0.3353      0.8884      2.5383      3.7553
     2.630E+09      84      34      0.3353      0.8881      2.5382      3.7550
     2.692E+09      84      34      0.3353      0.8878      2.5381      3.7546
     2.754E+09      84      34      0.3352      0.8875      2.5381      3.7542
     2.818E+09      84      34      0.3352      0.8872      2.5380      3.7538
     2.884E+09      84      34      0.3352      0.8869      2.5379      3.7534
     2.951E+09      84      34      0.3351      0.8866      2.5379      3.7530
     3.020E+09      84      34      0.3351      0.8863      2.5378      3.7526
     3.090E+09      84      34      0.3351      0.8859      2.5377      3.7522
     3.162E+09      84      34      0.3351      0.8856      2.5377      3.7518
     3.236E+09      84      34      0.3350      0.8853      2.5376      3.7514
     3.311E+09      84      34      0.3350      0.8850      2.5375      3.7510
     3.388E+09      84      34      0.3350      0.8847      2.5375      3.7506
     3.467E+09      84      34      0.3349      0.8844      2.5374      3.7502
     3.548E+09      84      34      0.3349      0.8841      2.5374      3.7498
     3.631E+09      84      34      0.3349      0.8838      2.5373      3.7494
     3.715E+09      84      34      0.3348      0.8835      2.5372      3.7490
     3.802E+09      84      34      0.3348      0.8832      2.5372      3.7486
     3.890E+09      84      34      0.3348      0.8829      2.5371      3.7482
     3.981E+09      84      34      0.3348      0.8826      2.5370      3.7478
     4.074E+09      84      34      0.3347      0.8823      2.5370      3.7474
     4.169E+09      84      34      0.3347      0.8820      2.5369      3.7470
     4.266E+09      84      34      0.3347      0.8817      2.5368      3.7465
     4.365E+09      84      34      0.3346      0.8813      2.5367      3.7461
     4.467E+09      84      34      0.3346      0.8810      2.5366      3.7457
     4.571E+09      84      34      0.3346      0.8807      2.5366      3.7452
     4.677E+09      84      34      0.3345      0.8804      2.5365      3.7448
     4.786E+09      84      34      0.3345      0.8801      2.5364      3.7443
     4.898E+09      84      34      0.3345      0.8797      2.5363      3.7439
     5.012E+09      84      34      0.3344      0.8794      2.5362      3.7435
     5.129E+09      84      34      0.3344      0.8791      2.5361      3.7430
     5.248E+09      84      34      0.3343      0.8788      2.5360      3.7426
     5.370E+09      84      34      0.3343      0.8785      2.5360      3.7421
     5.495E+09      84      34      0.3343      0.8781      2.5359      3.7417
     5.623E+09      84      34      0.3342      0.8778      2.5358      3.7413
     5.754E+09      84      34      0.3342      0.8775      2.5357      3.7408
     5.888E+09      84      34      0.3342      0.8772      2.5356      3.7404
     6.026E+09      84      34      0.3341      0.8769      2.5355      3.7399
     6.166E+09      84      34      0.3341      0.8765      2.5355      3.7395
     6.310E+09      84      34      0.3341      0.8762      2.5354      3.7391
     6.457E+09      84      34      0.3340      0.8759      2.5353      3.7386
     6.607E+09      84      34      0.3340      0.8756      2.5352      3.7380
     6.761E+09      84      34      0.3350      0.8751      2.5342      3.7328
     6.918E+09      84      34      0.3359      0.8747      2.5332      3.7277
     7.079E+09      84      34      0.3368      0.8742      2.5322      3.7226
     7.244E+09      84      34      0.3377      0.8737      2.5313      3.7175
     7.413E+09      84      34      0.3386      0.8733      2.5303      3.7123
     7.586E+09      84      34      0.3395      0.8728      2.5293      3.7072
     7.762E+09      84      34      0.3404      0.8724      2.5284      3.7021
     7.943E+09      84      34      0.3413      0.8719      2.5274      3.6970
     8.128E+09      84      34      0.3422      0.8714      2.5264      3.6918
     8.318E+09      82      32      0.3431      0.8710      2.5255      3.6869
     8.511E+09      82      32      0.3431      0.8706      2.5254      3.6863
     8.710E+09      82      32      0.3430      0.8703      2.5252      3.6858
     8.913E+09      82      32      0.3430      0.8699      2.5251      3.6853
     9.120E+09      82      32      0.3429      0.8695      2.5250      3.6847
     9.333E+09      82      32      0.3429      0.8692      2.5248      3.6842
     9.550E+09      82      32      0.3429      0.8688      2.5247      3.6836
     9.772E+09      82      32      0.3428      0.8685      2.5246      3.6831
     1.000E+10      82      32      0.3428      0.8681      2.5245      3.6826
     1.023E+10      82      32      0.3427      0.8677      2.5243      3.6820
     1.047E+10      82      32      0.3427      0.8674      2.5242      3.6815
     1.072E+10      82      32      0.3426      0.8670      2.5241      3.6809
     1.096E+10      82      32      0.3426      0.8666      2.5239      3.6803
     1.122E+10      82      32      0.3425      0.8662      2.5238      3.6797
     1.148E+10      82      32      0.3425      0.8658      2.5236      3.6791
     1.175E+10      82      32      0.3424      0.8654      2.5235      3.6785
     1.202E+10      82      32      0.3424      0.8651      2.5234      3.6779
     1.230E+10      82      32      0.3423      0.8647      2.5232      3.6774
     1.259E+10      82      32      0.3423      0.8643      2.5231      3.6768
     1.288E+10      82      32      0.3422      0.8639      2.5229      3.6762
     1.318E+10      82      32      0.3422      0.8635      2.5228      3.6756
     1.349E+10      82      32      0.3421      0.8631      2.5226      3.6750
     1.380E+10      82      32      0.3421      0.8627      2.5225      3.6743
     1.413E+10      82      32      0.3420      0.8623      2.5223      3.6737
     1.445E+10      82      32      0.3420      0.8619      2.5222      3.6730
     1.479E+10      82      32      0.3419      0.8614      2.5220      3.6724
     1.514E+10      82      32      0.3419      0.8610      2.5218      3.6718
     1.549E+10      82      32      0.3418      0.8606      2.5217      3.6711
     1.585E+10      82      32      0.3418      0.8602      2.5215      3.6705
     1.622E+10      82      32      0.3417      0.8598      2.5214      3.6698
     1.660E+10      82      32      0.3417      0.8594      2.5212      3.6692
     1.698E+10      82      32      0.3416      0.8589      2.5210      3.6685
     1.738E+10      82      32      0.3416      0.8585      2.5208      3.6678
     1.778E+10      82      32      0.3415      0.8580      2.5207      3.6671
     1.820E+10      82      32      0.3415      0.8576      2.5205      3.6664
     1.862E+10      82      32      0.3414      0.8571      2.5203      3.6657
     1.905E+10      82      32      0.3413      0.8567      2.5201      3.6650
     1.950E+10      82      32      0.3413      0.8563      2.5199      3.6643
     1.995E+10      82      32      0.3412      0.8558      2.5198      3.6636
     2.042E+10      82      32      0.3412      0.8554      2.5196      3.6629
     2.089E+10      82      32      0.3411      0.8549      2.5194      3.6622
     2.138E+10      82      32      0.3420      0.8542      2.5182      3.6565
     2.188E+10      82      32      0.3430      0.8536      2.5169      3.6506
     2.239E+10      82      32      0.3439      0.8529      2.5157      3.6448
     2.291E+10      82      32      0.3449      0.8523      2.5144      3.6390
     2.344E+10      82      32      0.3458      0.8516      2.5132      3.6332
     2.399E+10      82      32      0.3467      0.8509      2.5120      3.6274
     2.455E+10      82      32      0.3477      0.8503      2.5107      3.6215
     2.512E+10      82      32      0.3486      0.8496      2.5095      3.6157
     2.570E+10      82      32      0.3496      0.8490      2.5082      3.6099
     2.630E+10      80      30      0.3505      0.8483      2.5070      3.6041
     2.692E+10      80      30      0.3504      0.8478      2.5067      3.6032
     2.754E+10      80      30      0.3503      0.8472      2.5065      3.6024
     2.818E+10      80      30      0.3503      0.8467      2.5062      3.6015
     2.884E+10      80      30      0.3502      0.8461      2.5060      3.6007
     2.951E+10      80      30      0.3501      0.8456      2.5058      3.5999
     3.020E+10      80      30      0.3500      0.8451      2.5055      3.5990
     3.090E+10      80      30      0.3499      0.8445      2.5053      3.5982
     3.162E+10      80      30      0.3499      0.8440      2.5050      3.5973
     3.236E+10      80      30      0.3498      0.8434      2.5048      3.5965
     3.311E+10      80      30      0.3497      0.8429      2.5045      3.5956
     3.388E+10      80      30      0.3496      0.8423      2.5042      3.5947
     3.467E+10      80      30      0.3495      0.8417      2.5039      3.5937
     3.548E+10      80      30      0.3494      0.8412      2.5036      3.5928
     3.631E+10      80      30      0.3493      0.8406      2.5033      3.5919
     3.715E+10      80      30      0.3493      0.8400      2.5031      3.5909
     3.802E+10      80      30      0.3492      0.8394      2.5028      3.5900
     3.890E+10      80      30      0.3491      0.8389      2.5025      3.5890
     3.981E+10      80      30      0.3490      0.8383      2.5022      3.5881
     4.074E+10      80      30      0.3489      0.8377      2.5019      3.5872
     4.169E+10      80      30      0.3488      0.8371      2.5016      3.5862
     4.266E+10      80      30      0.3497      0.8363      2.5001      3.5799
     4.365E+10      80      30      0.3507      0.8354      2.4986      3.5734
     4.467E+10      80      30      0.3517      0.8346      2.4971      3.5669
     4.571E+10      80      30      0.3527      0.8337      2.4955      3.5604
     4.677E+10      80      30      0.3536      0.8329      2.4940      3.5540
     4.786E+10      80      30      0.3546      0.8320      2.4925      3.5475
     4.898E+10      80      30      0.3556      0.8312      2.4909      3.5410
     5.012E+10      80      30      0.3565      0.8303      2.4894      3.5345
     5.129E+10      80      30      0.3575      0.8295      2.4879      3.5280
     5.248E+10      80      30      0.3585      0.8286      2.4864      3.5216
     5.370E+10      78      28      0.3584      0.8279      2.4859      3.5202
     5.495E+10      78      28      0.3583      0.8272      2.4856      3.5191
     5.623E+10      78      28      0.3581      0.8265      2.4852      3.5179
     5.754E+10      78      28      0.3580      0.8258      2.4848      3.5168
     5.888E+10      78      28      0.3579      0.8251      2.4844      3.5156
     6.026E+10      78      28      0.3578      0.8244      2.4840      3.5145
     6.166E+10      78      28      0.3577      0.8237      2.4837      3.5133
     6.310E+10      78      28      0.3575      0.8230      2.4833      3.5122
     6.457E+10      78      28      0.3574      0.8223      2.4829      3.5110
     6.607E+10      78      28      0.3573      0.8216      2.4825      3.5099
     6.761E+10      78      28      0.3572      0.8209      2.4821      3.5086
     6.918E+10      78      28      0.3570      0.8201      2.4816      3.5073
     7.079E+10      78      28      0.3569      0.8193      2.4812      3.5061
     7.244E+10      78      28      0.3567      0.8186      2.4808      3.5048
     7.413E+10      78      28      0.3566      0.8178      2.4803      3.5035
     7.586E+10      78      28      0.3564      0.8170      2.4799      3.5023
     7.762E+10      78      28      0.3563      0.8163      2.4794      3.5010
     7.943E+10      78      28      0.3561      0.8155      2.4790      3.4997
     8.128E+10      78      28      0.3560      0.8147      2.4786      3.4985
     8.318E+10      78      28      0.3558      0.8140      2.4781      3.4972
     8.511E+10      78      28      0.3557      0.8131      2.4776      3.4958
     8.710E+10      78      28      0.3555      0.8123      2.4771      3.4944
     8.913E+10      78      28      0.3553      0.8114      2.4766      3.4929
     9.120E+10      78      28      0.3552      0.8106      2.4761      3.4915
     9.333E+10      78      28      0.3550      0.8097      2.4756      3.4901
     9.550E+10      78      28      0.3549      0.8089      2.4751      3.4887
     9.772E+10      78      28      0.3547      0.8080      2.4746      3.4873
     1.000E+11      78      28      0.3545      0.8072      2.4741      3.4858
     1.023E+11      78      28      0.3544      0.8063      2.4735      3.4844
     1.047E+11      78      28      0.3542      0.8055      2.4730      3.4830
     1.072E+11      78      28      0.3706      0.8045      2.4725      3.4814
     1.096E+11      78      28      0.3883      0.8036      2.4719      3.4799
     1.122E+11      78      28      0.4060      0.8027      2.4713      3.4783
     1.148E+11      78      28      0.4237      0.8017      2.4707      3.4767
     1.175E+11      78      28      0.4415      0.8008      2.4701      3.4751
     1.202E+11      78      28      0.4592      0.7999      2.4695      3.4735
     1.230E+11      78      28      0.4769      0.7989      2.4689      3.4719
     1.259E+11      78      28      0.4947      0.7980      2.4683      3.4704
     1.288E+11      78      28      0.5124      0.7971      2.4678      3.4688
     1.318E+11      78      28      0.5301      0.7961      2.4672      3.4672
     1.349E+11      78      28      0.5165      0.7949      2.4652      3.4600
     1.380E+11      78      28      0.4985      0.7936      2.4630      3.4520
     1.413E+11      78      28      0.4804      0.7923      2.4608      3.4440
     1.445E+11      78      28      0.4624      0.7910      2.4586      3.4360
     1.479E+11      78      28      0.4444      0.7897      2.4564      3.4280
     1.514E+11      78      28      0.4263      0.7884      2.4542      3.4199
     1.549E+11      78      28      0.4083      0.7871      2.4520      3.4119
     1.585E+11      78      28      0.3903      0.7858      2.4498      3.4039
     1.622E+11      78      28      0.3722      0.7845      2.4476      3.3959
     1.660E+11      76      26      0.3555      0.7844      2.4513      3.4211
     1.698E+11      76      26      0.3407      0.7861      2.4637      3.4940
     1.738E+11      76      26      0.3259      0.7879      2.4760      3.5668
     1.778E+11      76      26      0.3111      0.7896      2.4883      3.6397
     1.820E+11      76      26      0.2962      0.7913      2.5006      3.7126
     1.862E+11     124      42      0.2881      0.7918      2.5070      3.7512
     1.905E+11     124      42      0.2892      0.7907      2.5055      3.7431
     1.950E+11     124      42      0.2903      0.7896      2.5040      3.7349
     1.995E+11     124      42      0.2913      0.7885      2.5024      3.7268
     2.042E+11     124      42      0.2924      0.7874      2.5009      3.7187
     2.089E+11     124      42      0.2935      0.7864      2.4993      3.7106
     2.138E+11     122      40      0.2934      0.7850      2.4983      3.7074
     2.188E+11     122      40      0.2931      0.7835      2.4973      3.7049
     2.239E+11     122      40      0.2929      0.7821      2.4963      3.7024
     2.291E+11     122      40      0.2926      0.7807      2.4953      3.6999
     2.344E+11     122      40      0.2923      0.7792      2.4943      3.6974
     2.399E+11     122      40      0.2921      0.7778      2.4934      3.6949
     2.455E+11     122      40      0.2918      0.7763      2.4924      3.6924
     2.512E+11     122      40      0.2916      0.7749      2.4914      3.6899
     2.570E+11     122      40      0.2913      0.7735      2.4904      3.6874
     2.630E+11     122      40      0.2910      0.7720      2.4895      3.6849
     2.692E+11     122      40      0.2914      0.7706      2.4880      3.6793
     2.754E+11     122      40      0.2918      0.7692      2.4864      3.6732
     2.818E+11     122      40      0.2923      0.7677      2.4849      3.6670
     2.884E+11     122      40      0.2927      0.7663      2.4833      3.6608
     2.951E+11     122      40      0.2932      0.7649      2.4817      3.6546
     3.020E+11     122      40      0.2936      0.7635      2.4801      3.6485
     3.090E+11     122      40      0.2941      0.7620      2.4786      3.6423
     3.162E+11     122      40      0.2945      0.7606      2.4770      3.6361
     3.236E+11     122      40      0.2950      0.7592      2.4754      3.6300
     3.311E+11     122      40      0.2954      0.7578      2.4739      3.6238
     3.388E+11     120      38      0.2959      0.7562      2.4721      3.6172
     3.467E+11     120      38      0.2963      0.7547      2.4703      3.6106
     3.548E+11     120      38      0.2968      0.7531      2.4685      3.6040
     3.631E+11     120      38      0.2972      0.7516      2.4667      3.5973
     3.715E+11     120      38      0.2977      0.7500      2.4648      3.5907
     3.802E+11     120      38      0.2981      0.7484      2.4630      3.5840
     3.890E+11     120      38      0.2986      0.7469      2.4612      3.5774
     3.981E+11     120      38      0.2990      0.7453      2.4594      3.5707
     4.074E+11     120      38      0.2995      0.7438      2.4576      3.5641
     4.169E+11     120      38      0.2999      0.7422      2.4558      3.5574
     4.266E+11     118      36      0.2996      0.7404      2.4543      3.5535
     4.365E+11     118      36      0.2965      0.7411      2.4562      3.5700
     4.467E+11     118      36      0.2920      0.7431      2.4598      3.5966
     4.571E+11     118      36      0.2874      0.7450      2.4634      3.6231
     4.677E+11     180      40      0.2846      0.7456      2.4652      3.6382
     4.786E+11     180      40      0.2843      0.7442      2.4641      3.6356
     4.898E+11     180      40      0.2840      0.7428      2.4630      3.6330
     5.012E+11     180      40      0.2837      0.7414      2.4620      3.6305
     5.129E+11     180      40      0.2835      0.7400      2.4609      3.6279
     5.248E+11     180      40      0.2832      0.7385      2.4598      3.6253
     5.370E+11     180      40      0.2829      0.7371      2.4587      3.6228
     5.495E+11     180      40      0.2826      0.7357      2.4577      3.6202
     5.623E+11     180      40      0.2823      0.7343      2.4566      3.6176
     5.754E+11     180      40      0.2821      0.7329      2.4555      3.6150
     5.888E+11     180      40      0.2818      0.7314      2.4544      3.6125
     6.026E+11     180      40      0.2815      0.7300      2.4534      3.6099
     6.166E+11     180      40      0.2812      0.7286      2.4523      3.6073
     6.310E+11     180      40      0.2809      0.7272      2.4512      3.6048
     6.457E+11     180      40      0.2806      0.7258      2.4501      3.6022
     6.607E+11     180      40      0.2804      0.7243      2.4491      3.5996
     6.761E+11     200      40      0.2801      0.7232      2.4482      3.5976
     6.918E+11     200      40      0.2800      0.7223      2.4474      3.5958
     7.079E+11     200      40      0.2798      0.7213      2.4467      3.5939
     7.244E+11     200      40      0.2796      0.7203      2.4459      3.5921
     7.413E+11     200      40      0.2794      0.7193      2.4451      3.5903
     7.586E+11     200      40      0.2792      0.7183      2.4443      3.5884
     7.762E+11     200      40      0.2790      0.7173      2.4435      3.5866
     7.943E+11     200      40      0.2788      0.7163      2.4428      3.5848
     8.128E+11     200      40      0.2786      0.7153      2.4420      3.5829
     8.318E+11     200      40      0.2784      0.7143      2.4412      3.5811
     8.511E+11     200      40      0.2782      0.7133      2.4404      3.5793
     8.710E+11     200      40      0.2780      0.7123      2.4397      3.5774
     8.913E+11     200      40      0.2778      0.7113      2.4389      3.5756
     9.120E+11     200      40      0.2776      0.7103      2.4381      3.5738
     9.333E+11     200      40      0.2774      0.7093      2.4373      3.5719
     9.550E+11     200      40      0.2772      0.7083      2.4365      3.5701
     9.772E+11     200      40      0.2770      0.7073      2.4358      3.5683
     1.000E+12     250      40      0.2768      0.7064      2.4350      3.5665
     1.023E+12     250      40      0.2766      0.7055      2.4343      3.5649
     1.047E+12     250      40      0.2764      0.7047      2.4336      3.5633
     1.072E+12     250      40      0.2762      0.7038      2.4330      3.5617
     1.096E+12     250      40      0.2761      0.7030      2.4323      3.5602
     1.122E+12     250      40      0.2759      0.7022      2.4316      3.5586
     1.148E+12     250      40      0.2757      0.7013      2.4309      3.5570
     1.175E+12     250      40      0.2756      0.7005      2.4303      3.5555
     1.202E+12     250      40      0.2754      0.6996      2.4296      3.5539
     1.230E+12     250      40      0.2752      0.6988      2.4289      3.5523
     1.259E+12     250      40      0.2750      0.6979      2.4282      3.5507
     1.288E+12     250      40      0.2749      0.6971      2.4276      3.5492
     1.318E+12     250      40      0.2747      0.6962      2.4269      3.5476
     1.349E+12     250      40      0.2745      0.6954      2.4262      3.5460
     1.380E+12     250      40      0.2743      0.6946      2.4255      3.5444
     1.413E+12     250      40      0.2742      0.6937      2.4249      3.5429
     1.445E+12     250      40      0.2740      0.6929      2.4242      3.5413
     1.479E+12     320      40      0.2738      0.6921      2.4236      3.5399
     1.514E+12     320      40      0.2737      0.6915      2.4231      3.5387
     1.549E+12     320      40      0.2736      0.6909      2.4226      3.5376
     1.585E+12     320      40      0.2734      0.6903      2.4221      3.5364
     1.622E+12     320      40      0.2733      0.6897      2.4216      3.5352
     1.660E+12     320      40      0.2732      0.6890      2.4210      3.5340
     1.698E+12     320      40      0.2730      0.6884      2.4205      3.5328
     1.738E+12     320      40      0.2729      0.6878      2.4200      3.5316
     1.778E+12     320      40      0.2728      0.6872      2.4195      3.5304
     1.820E+12     320      40      0.2726      0.6866      2.4190      3.5292
     1.862E+12     320      40      0.2725      0.6859      2.4185      3.5280
     1.905E+12     320      40      0.2724      0.6853      2.4180      3.5269
     1.950E+12     320      40      0.2722      0.6847      2.4175      3.5257
     1.995E+12     320      40      0.2721      0.6841      2.4169      3.5245
     2.042E+12     320      40      0.2720      0.6834      2.4164      3.5233
     2.089E+12     320      40      0.2718      0.6828      2.4159      3.5221
     2.138E+12     320      40      0.2717      0.6822      2.4154      3.5209
     2.188E+12     320      40      0.2716      0.6816      2.4149      3.5197
     2.239E+12     320      40      0.2714      0.6810      2.4144      3.5185
     2.291E+12     320      40      0.2713      0.6803      2.4139      3.5173
     2.344E+12     320      40      0.2712      0.6797      2.4134      3.5162
     2.399E+12     320      40      0.2711      0.6791      2.4128      3.5150
     2.455E+12     320      40      0.2709      0.6785      2.4123      3.5138
     2.512E+12     320      40      0.2708      0.6779      2.4118      3.5126
     2.570E+12     320      40      0.2707      0.6772      2.4113      3.5114
     2.630E+12     320      40      0.2705      0.6766      2.4108      3.5102
     2.692E+12     500      40      0.2696      0.6748      2.4098      3.5100
     2.754E+12     500      40      0.2685      0.6728      2.4087      3.5101
     2.818E+12     500      40      0.2673      0.6707      2.4076      3.5101
     2.884E+12     500      40      0.2662      0.6686      2.4065      3.5102
     2.951E+12     500      40      0.2651      0.6666      2.4055      3.5102
     3.020E+12     500      40      0.2640      0.6645      2.4044      3.5103
     3.090E+12     500      40      0.2629      0.6625      2.4033      3.5103
     3.162E+12     500      40      0.2617      0.6604      2.4022      3.5104
     3.236E+12     500      40      0.2606      0.6584      2.4011      3.5104
     3.311E+12     500      40      0.2595      0.6563      2.4000      3.5105
     3.388E+12     500      40      0.2584      0.6543      2.3989      3.5105
     3.467E+12     500      40      0.2573      0.6522      2.3978      3.5105
     3.548E+12     500      40      0.2561      0.6502      2.3967      3.5106
     3.631E+12     500      40      0.2550      0.6481      2.3957      3.5106
     3.715E+12     500      40      0.2539      0.6460      2.3946      3.5107
     3.802E+12     500      40      0.2528      0.6440      2.3935      3.5107
     3.890E+12     500      40      0.2516      0.6419      2.3924      3.5108
     3.981E+12     500      40      0.2505      0.6399      2.3913      3.5108
     4.074E+12     500      40      0.2494      0.6378      2.3902      3.5109
     4.169E+12     500      40      0.2483      0.6358      2.3891      3.5109
     4.266E+12     500      40      0.2472      0.6337      2.3880      3.5110
