1.000000e-10    2.119400e+02
1.160093e-04	2.119314e+02
2.320186e-04	2.118338e+02
3.480278e-04	2.116714e+02
4.640371e-04	2.114446e+02
5.800464e-04	2.111548e+02
6.960557e-04	2.108042e+02
8.120650e-04	2.103965e+02
9.280742e-04	2.099369e+02
1.044084e-03	2.094313e+02
1.160093e-03	2.088862e+02
2.320186e-03	2.025300e+02
3.480278e-03	1.965045e+02
4.640371e-03	1.913841e+02
5.800464e-03	1.870169e+02
6.960557e-03	1.832339e+02
8.120650e-03	1.799095e+02
9.280742e-03	1.769527e+02
1.044084e-02	1.742953e+02
1.160093e-02	1.718859e+02
2.320186e-02	1.555852e+02
3.480278e-02	1.458835e+02
4.640371e-02	1.389667e+02
5.800464e-02	1.335816e+02
6.960557e-02	1.291637e+02
8.120650e-02	1.254108e+02
9.280742e-02	1.221419e+02
1.044084e-01	1.192400e+02
1.160093e-01	1.166251e+02
2.320186e-01	9.846525e+01
3.480278e-01	8.600176e+01
4.640371e-01	7.553085e+01
5.800464e-01	6.634075e+01
6.960557e-01	5.830211e+01
8.120650e-01	5.135016e+01
9.280742e-01	4.539033e+01
1.044084e+00	4.030437e+01
1.160093e+00	3.596899e+01
2.320186e+00	1.500019e+01
3.480278e+00	8.665605e+00
4.640371e+00	5.942522e+00
5.800464e+00	4.494431e+00
6.960557e+00	3.613857e+00
8.120650e+00	3.027656e+00
9.280742e+00	2.611401e+00
1.044084e+01	2.301280e+00
1.160093e+01	2.061534e+00
2.320186e+01	1.063250e+00
3.480278e+01	7.494363e-01
4.640371e+01	5.912537e-01
5.800464e+01	4.941738e-01
6.960557e+01	4.277401e-01
8.120650e+01	3.790197e-01
9.280742e+01	3.415363e-01
1.044084e+02	3.116674e-01
1.000000e+10    0.000000e-00
