 5 1000

       EOS file : /Users/dany/Work/NStar/eos/quark/strange_eos_06_130_100.dat 

    rhoc        rad    grav. mass   b. mass  red shift  % binding 
  2.029E-01  7.348E+00  2.458E-01  2.779E-01  9.491E-01  1.306E-01
  2.036E-01  7.469E+00  2.585E-01  2.926E-01  9.472E-01  1.318E-01
  2.043E-01  7.585E+00  2.711E-01  3.072E-01  9.455E-01  1.331E-01
  2.050E-01  7.699E+00  2.840E-01  3.221E-01  9.437E-01  1.343E-01
  2.057E-01  7.810E+00  2.968E-01  3.370E-01  9.419E-01  1.355E-01
  2.064E-01  7.918E+00  3.097E-01  3.520E-01  9.402E-01  1.368E-01
  2.071E-01  8.023E+00  3.227E-01  3.673E-01  9.384E-01  1.380E-01
  2.078E-01  8.125E+00  3.356E-01  3.823E-01  9.367E-01  1.392E-01
  2.085E-01  8.227E+00  3.488E-01  3.978E-01  9.350E-01  1.404E-01
  2.092E-01  8.323E+00  3.618E-01  4.130E-01  9.333E-01  1.416E-01
  2.099E-01  8.420E+00  3.750E-01  4.286E-01  9.316E-01  1.428E-01
  2.106E-01  8.512E+00  3.880E-01  4.439E-01  9.299E-01  1.440E-01
  2.113E-01  8.604E+00  4.014E-01  4.596E-01  9.282E-01  1.452E-01
  2.121E-01  8.692E+00  4.144E-01  4.750E-01  9.266E-01  1.463E-01
  2.128E-01  8.781E+00  4.278E-01  4.909E-01  9.249E-01  1.475E-01
  2.135E-01  8.865E+00  4.408E-01  5.063E-01  9.233E-01  1.486E-01
  2.142E-01  8.949E+00  4.542E-01  5.222E-01  9.216E-01  1.498E-01
  2.150E-01  9.031E+00  4.673E-01  5.378E-01  9.200E-01  1.510E-01
  2.157E-01  9.111E+00  4.805E-01  5.536E-01  9.184E-01  1.521E-01
  2.164E-01  9.189E+00  4.938E-01  5.694E-01  9.168E-01  1.532E-01
  2.172E-01  9.266E+00  5.069E-01  5.852E-01  9.152E-01  1.544E-01
  2.179E-01  9.342E+00  5.203E-01  6.012E-01  9.136E-01  1.555E-01
  2.186E-01  9.415E+00  5.333E-01  6.168E-01  9.121E-01  1.566E-01
  2.194E-01  9.488E+00  5.466E-01  6.328E-01  9.105E-01  1.577E-01
  2.201E-01  9.559E+00  5.597E-01  6.486E-01  9.090E-01  1.588E-01
  2.209E-01  9.628E+00  5.728E-01  6.644E-01  9.074E-01  1.599E-01
  2.216E-01  9.698E+00  5.861E-01  6.804E-01  9.059E-01  1.611E-01
  2.224E-01  9.764E+00  5.990E-01  6.961E-01  9.044E-01  1.621E-01
  2.232E-01  9.830E+00  6.121E-01  7.120E-01  9.029E-01  1.632E-01
  2.239E-01  9.895E+00  6.252E-01  7.279E-01  9.014E-01  1.643E-01
  2.247E-01  9.958E+00  6.380E-01  7.436E-01  8.999E-01  1.654E-01
  2.254E-01  1.002E+01  6.511E-01  7.595E-01  8.984E-01  1.665E-01
  2.262E-01  1.008E+01  6.640E-01  7.753E-01  8.969E-01  1.675E-01
  2.270E-01  1.014E+01  6.768E-01  7.909E-01  8.955E-01  1.686E-01
  2.278E-01  1.020E+01  6.898E-01  8.068E-01  8.940E-01  1.696E-01
  2.285E-01  1.026E+01  7.026E-01  8.225E-01  8.926E-01  1.707E-01
  2.293E-01  1.031E+01  7.153E-01  8.381E-01  8.912E-01  1.717E-01
  2.301E-01  1.037E+01  7.281E-01  8.539E-01  8.897E-01  1.728E-01
  2.309E-01  1.043E+01  7.408E-01  8.696E-01  8.883E-01  1.738E-01
  2.317E-01  1.048E+01  7.534E-01  8.851E-01  8.869E-01  1.748E-01
  2.324E-01  1.053E+01  7.661E-01  9.008E-01  8.855E-01  1.758E-01
  2.332E-01  1.059E+01  7.786E-01  9.164E-01  8.841E-01  1.769E-01
  2.340E-01  1.064E+01  7.910E-01  9.317E-01  8.828E-01  1.779E-01
  2.348E-01  1.069E+01  8.035E-01  9.473E-01  8.814E-01  1.789E-01
  2.356E-01  1.074E+01  8.161E-01  9.629E-01  8.800E-01  1.799E-01
  2.364E-01  1.079E+01  8.283E-01  9.781E-01  8.787E-01  1.809E-01
  2.372E-01  1.083E+01  8.406E-01  9.935E-01  8.773E-01  1.819E-01
  2.380E-01  1.088E+01  8.530E-01  1.009E+00  8.760E-01  1.829E-01
  2.389E-01  1.093E+01  8.651E-01  1.024E+00  8.747E-01  1.838E-01
  2.397E-01  1.097E+01  8.772E-01  1.039E+00  8.733E-01  1.848E-01
  2.405E-01  1.102E+01  8.893E-01  1.055E+00  8.720E-01  1.858E-01
  2.413E-01  1.106E+01  9.015E-01  1.070E+00  8.707E-01  1.867E-01
  2.421E-01  1.111E+01  9.133E-01  1.085E+00  8.694E-01  1.877E-01
  2.430E-01  1.115E+01  9.252E-01  1.100E+00  8.681E-01  1.886E-01
  2.438E-01  1.119E+01  9.372E-01  1.115E+00  8.669E-01  1.896E-01
  2.446E-01  1.123E+01  9.490E-01  1.130E+00  8.656E-01  1.906E-01
  2.454E-01  1.127E+01  9.607E-01  1.145E+00  8.643E-01  1.915E-01
  2.463E-01  1.131E+01  9.724E-01  1.159E+00  8.631E-01  1.924E-01
  2.471E-01  1.135E+01  9.842E-01  1.174E+00  8.618E-01  1.934E-01
  2.480E-01  1.139E+01  9.957E-01  1.189E+00  8.606E-01  1.943E-01
  2.488E-01  1.143E+01  1.007E+00  1.204E+00  8.593E-01  1.952E-01
  2.497E-01  1.147E+01  1.019E+00  1.218E+00  8.581E-01  1.961E-01
  2.505E-01  1.150E+01  1.030E+00  1.233E+00  8.569E-01  1.970E-01
  2.514E-01  1.154E+01  1.041E+00  1.248E+00  8.557E-01  1.979E-01
  2.522E-01  1.158E+01  1.053E+00  1.262E+00  8.545E-01  1.988E-01
  2.531E-01  1.161E+01  1.064E+00  1.276E+00  8.533E-01  1.997E-01
  2.539E-01  1.165E+01  1.075E+00  1.291E+00  8.521E-01  2.006E-01
  2.548E-01  1.168E+01  1.086E+00  1.305E+00  8.509E-01  2.015E-01
  2.557E-01  1.172E+01  1.097E+00  1.319E+00  8.497E-01  2.024E-01
  2.565E-01  1.175E+01  1.108E+00  1.333E+00  8.486E-01  2.033E-01
  2.574E-01  1.178E+01  1.119E+00  1.348E+00  8.474E-01  2.041E-01
  2.583E-01  1.181E+01  1.130E+00  1.362E+00  8.462E-01  2.050E-01
  2.592E-01  1.185E+01  1.141E+00  1.376E+00  8.451E-01  2.059E-01
  2.601E-01  1.188E+01  1.151E+00  1.389E+00  8.440E-01  2.067E-01
  2.609E-01  1.191E+01  1.162E+00  1.403E+00  8.428E-01  2.076E-01
  2.618E-01  1.194E+01  1.173E+00  1.417E+00  8.417E-01  2.084E-01
  2.627E-01  1.197E+01  1.183E+00  1.431E+00  8.406E-01  2.093E-01
  2.636E-01  1.200E+01  1.194E+00  1.444E+00  8.395E-01  2.101E-01
  2.645E-01  1.203E+01  1.204E+00  1.458E+00  8.384E-01  2.109E-01
  2.654E-01  1.205E+01  1.214E+00  1.472E+00  8.372E-01  2.118E-01
  2.663E-01  1.208E+01  1.225E+00  1.485E+00  8.361E-01  2.126E-01
  2.672E-01  1.211E+01  1.235E+00  1.499E+00  8.351E-01  2.134E-01
  2.681E-01  1.214E+01  1.245E+00  1.512E+00  8.340E-01  2.142E-01
  2.691E-01  1.216E+01  1.255E+00  1.525E+00  8.329E-01  2.151E-01
  2.700E-01  1.219E+01  1.265E+00  1.539E+00  8.318E-01  2.159E-01
  2.709E-01  1.222E+01  1.275E+00  1.552E+00  8.308E-01  2.167E-01
  2.718E-01  1.224E+01  1.285E+00  1.565E+00  8.297E-01  2.175E-01
  2.727E-01  1.227E+01  1.295E+00  1.578E+00  8.287E-01  2.183E-01
  2.737E-01  1.229E+01  1.305E+00  1.591E+00  8.276E-01  2.191E-01
  2.746E-01  1.232E+01  1.315E+00  1.604E+00  8.266E-01  2.198E-01
  2.755E-01  1.234E+01  1.324E+00  1.616E+00  8.255E-01  2.206E-01
  2.765E-01  1.237E+01  1.334E+00  1.629E+00  8.245E-01  2.214E-01
  2.774E-01  1.239E+01  1.343E+00  1.642E+00  8.235E-01  2.222E-01
  2.784E-01  1.241E+01  1.353E+00  1.654E+00  8.225E-01  2.229E-01
  2.793E-01  1.243E+01  1.362E+00  1.667E+00  8.215E-01  2.237E-01
  2.803E-01  1.246E+01  1.372E+00  1.680E+00  8.205E-01  2.245E-01
  2.812E-01  1.248E+01  1.381E+00  1.692E+00  8.195E-01  2.252E-01
  2.822E-01  1.250E+01  1.390E+00  1.704E+00  8.185E-01  2.260E-01
  2.831E-01  1.252E+01  1.399E+00  1.717E+00  8.175E-01  2.267E-01
  2.841E-01  1.254E+01  1.409E+00  1.729E+00  8.165E-01  2.275E-01
  2.851E-01  1.256E+01  1.418E+00  1.741E+00  8.155E-01  2.282E-01
  2.860E-01  1.258E+01  1.427E+00  1.753E+00  8.146E-01  2.289E-01
  2.870E-01  1.260E+01  1.435E+00  1.765E+00  8.136E-01  2.297E-01
  2.880E-01  1.262E+01  1.444E+00  1.777E+00  8.127E-01  2.304E-01
  2.890E-01  1.264E+01  1.453E+00  1.789E+00  8.117E-01  2.311E-01
  2.900E-01  1.266E+01  1.462E+00  1.801E+00  8.108E-01  2.319E-01
  2.909E-01  1.268E+01  1.471E+00  1.813E+00  8.098E-01  2.326E-01
  2.919E-01  1.270E+01  1.479E+00  1.824E+00  8.089E-01  2.333E-01
  2.929E-01  1.272E+01  1.488E+00  1.836E+00  8.080E-01  2.340E-01
  2.939E-01  1.274E+01  1.496E+00  1.847E+00  8.070E-01  2.347E-01
  2.949E-01  1.275E+01  1.505E+00  1.859E+00  8.061E-01  2.354E-01
  2.959E-01  1.277E+01  1.513E+00  1.871E+00  8.052E-01  2.361E-01
  2.969E-01  1.279E+01  1.522E+00  1.882E+00  8.043E-01  2.368E-01
  2.980E-01  1.281E+01  1.530E+00  1.893E+00  8.034E-01  2.375E-01
  2.990E-01  1.282E+01  1.538E+00  1.904E+00  8.025E-01  2.381E-01
  3.000E-01  1.284E+01  1.546E+00  1.915E+00  8.016E-01  2.388E-01
  3.010E-01  1.285E+01  1.554E+00  1.927E+00  8.007E-01  2.395E-01
  3.020E-01  1.287E+01  1.562E+00  1.938E+00  7.998E-01  2.402E-01
  3.031E-01  1.289E+01  1.570E+00  1.948E+00  7.989E-01  2.408E-01
  3.041E-01  1.290E+01  1.578E+00  1.959E+00  7.981E-01  2.415E-01
  3.051E-01  1.292E+01  1.586E+00  1.970E+00  7.972E-01  2.422E-01
  3.062E-01  1.293E+01  1.594E+00  1.981E+00  7.963E-01  2.428E-01
  3.072E-01  1.295E+01  1.602E+00  1.992E+00  7.955E-01  2.435E-01
  3.083E-01  1.296E+01  1.610E+00  2.002E+00  7.946E-01  2.441E-01
  3.093E-01  1.297E+01  1.617E+00  2.013E+00  7.938E-01  2.448E-01
  3.104E-01  1.299E+01  1.625E+00  2.023E+00  7.929E-01  2.454E-01
  3.114E-01  1.300E+01  1.632E+00  2.034E+00  7.921E-01  2.460E-01
  3.125E-01  1.302E+01  1.640E+00  2.044E+00  7.913E-01  2.467E-01
  3.136E-01  1.303E+01  1.647E+00  2.054E+00  7.904E-01  2.473E-01
  3.146E-01  1.304E+01  1.655E+00  2.065E+00  7.896E-01  2.479E-01
  3.157E-01  1.305E+01  1.662E+00  2.075E+00  7.888E-01  2.485E-01
  3.168E-01  1.307E+01  1.669E+00  2.085E+00  7.880E-01  2.492E-01
  3.179E-01  1.308E+01  1.676E+00  2.095E+00  7.872E-01  2.498E-01
  3.189E-01  1.309E+01  1.683E+00  2.105E+00  7.863E-01  2.504E-01
  3.200E-01  1.310E+01  1.691E+00  2.115E+00  7.855E-01  2.510E-01
  3.211E-01  1.312E+01  1.698E+00  2.125E+00  7.847E-01  2.516E-01
  3.222E-01  1.313E+01  1.705E+00  2.135E+00  7.839E-01  2.522E-01
  3.233E-01  1.314E+01  1.712E+00  2.144E+00  7.832E-01  2.528E-01
  3.244E-01  1.315E+01  1.718E+00  2.154E+00  7.824E-01  2.534E-01
  3.255E-01  1.316E+01  1.725E+00  2.163E+00  7.816E-01  2.540E-01
  3.266E-01  1.317E+01  1.732E+00  2.173E+00  7.808E-01  2.546E-01
  3.277E-01  1.318E+01  1.739E+00  2.183E+00  7.800E-01  2.551E-01
  3.288E-01  1.319E+01  1.746E+00  2.192E+00  7.793E-01  2.557E-01
  3.300E-01  1.320E+01  1.752E+00  2.201E+00  7.785E-01  2.563E-01
  3.311E-01  1.321E+01  1.759E+00  2.211E+00  7.778E-01  2.569E-01
  3.322E-01  1.322E+01  1.765E+00  2.220E+00  7.770E-01  2.574E-01
  3.334E-01  1.323E+01  1.772E+00  2.229E+00  7.763E-01  2.580E-01
  3.345E-01  1.324E+01  1.778E+00  2.238E+00  7.755E-01  2.585E-01
  3.356E-01  1.325E+01  1.785E+00  2.247E+00  7.748E-01  2.591E-01
  3.368E-01  1.326E+01  1.791E+00  2.256E+00  7.740E-01  2.597E-01
  3.379E-01  1.327E+01  1.797E+00  2.265E+00  7.733E-01  2.602E-01
  3.391E-01  1.328E+01  1.803E+00  2.274E+00  7.726E-01  2.608E-01
  3.402E-01  1.329E+01  1.810E+00  2.282E+00  7.718E-01  2.613E-01
  3.414E-01  1.329E+01  1.816E+00  2.291E+00  7.711E-01  2.618E-01
  3.425E-01  1.330E+01  1.822E+00  2.300E+00  7.704E-01  2.624E-01
  3.437E-01  1.331E+01  1.828E+00  2.309E+00  7.697E-01  2.629E-01
  3.449E-01  1.332E+01  1.834E+00  2.317E+00  7.690E-01  2.634E-01
  3.461E-01  1.333E+01  1.840E+00  2.326E+00  7.683E-01  2.640E-01
  3.472E-01  1.333E+01  1.846E+00  2.334E+00  7.676E-01  2.645E-01
  3.484E-01  1.334E+01  1.852E+00  2.342E+00  7.669E-01  2.650E-01
  3.496E-01  1.335E+01  1.857E+00  2.351E+00  7.662E-01  2.655E-01
  3.508E-01  1.336E+01  1.863E+00  2.359E+00  7.655E-01  2.660E-01
  3.520E-01  1.336E+01  1.869E+00  2.367E+00  7.648E-01  2.665E-01
  3.532E-01  1.337E+01  1.875E+00  2.375E+00  7.641E-01  2.671E-01
  3.544E-01  1.338E+01  1.880E+00  2.383E+00  7.634E-01  2.676E-01
  3.556E-01  1.338E+01  1.886E+00  2.391E+00  7.628E-01  2.680E-01
  3.568E-01  1.339E+01  1.891E+00  2.399E+00  7.621E-01  2.685E-01
  3.580E-01  1.340E+01  1.897E+00  2.407E+00  7.614E-01  2.690E-01
  3.593E-01  1.340E+01  1.902E+00  2.415E+00  7.608E-01  2.695E-01
  3.605E-01  1.341E+01  1.908E+00  2.423E+00  7.601E-01  2.700E-01
  3.617E-01  1.341E+01  1.913E+00  2.430E+00  7.594E-01  2.705E-01
  3.629E-01  1.342E+01  1.918E+00  2.438E+00  7.588E-01  2.710E-01
  3.642E-01  1.343E+01  1.923E+00  2.446E+00  7.581E-01  2.715E-01
  3.654E-01  1.343E+01  1.929E+00  2.453E+00  7.575E-01  2.719E-01
  3.667E-01  1.344E+01  1.934E+00  2.461E+00  7.569E-01  2.724E-01
  3.679E-01  1.344E+01  1.939E+00  2.468E+00  7.562E-01  2.729E-01
  3.692E-01  1.345E+01  1.944E+00  2.475E+00  7.556E-01  2.733E-01
  3.704E-01  1.345E+01  1.949E+00  2.483E+00  7.549E-01  2.738E-01
  3.717E-01  1.346E+01  1.954E+00  2.490E+00  7.543E-01  2.742E-01
  3.729E-01  1.346E+01  1.959E+00  2.497E+00  7.537E-01  2.747E-01
  3.742E-01  1.347E+01  1.964E+00  2.504E+00  7.531E-01  2.751E-01
  3.755E-01  1.347E+01  1.969E+00  2.511E+00  7.525E-01  2.756E-01
  3.768E-01  1.347E+01  1.974E+00  2.518E+00  7.518E-01  2.760E-01
  3.781E-01  1.348E+01  1.978E+00  2.525E+00  7.512E-01  2.765E-01
  3.793E-01  1.348E+01  1.983E+00  2.532E+00  7.506E-01  2.769E-01
  3.806E-01  1.349E+01  1.988E+00  2.539E+00  7.500E-01  2.774E-01
  3.819E-01  1.349E+01  1.993E+00  2.546E+00  7.494E-01  2.778E-01
  3.832E-01  1.349E+01  1.997E+00  2.553E+00  7.488E-01  2.782E-01
  3.845E-01  1.350E+01  2.002E+00  2.560E+00  7.482E-01  2.786E-01
  3.859E-01  1.350E+01  2.006E+00  2.566E+00  7.476E-01  2.791E-01
  3.872E-01  1.351E+01  2.011E+00  2.573E+00  7.471E-01  2.795E-01
  3.885E-01  1.351E+01  2.015E+00  2.579E+00  7.465E-01  2.799E-01
  3.898E-01  1.351E+01  2.020E+00  2.586E+00  7.459E-01  2.803E-01
  3.911E-01  1.351E+01  2.024E+00  2.592E+00  7.453E-01  2.807E-01
  3.925E-01  1.352E+01  2.028E+00  2.599E+00  7.447E-01  2.811E-01
  3.938E-01  1.352E+01  2.033E+00  2.605E+00  7.441E-01  2.816E-01
  3.951E-01  1.352E+01  2.037E+00  2.611E+00  7.436E-01  2.820E-01
  3.965E-01  1.353E+01  2.041E+00  2.618E+00  7.430E-01  2.824E-01
  3.978E-01  1.353E+01  2.045E+00  2.624E+00  7.425E-01  2.827E-01
  3.992E-01  1.353E+01  2.050E+00  2.630E+00  7.419E-01  2.831E-01
  4.006E-01  1.353E+01  2.054E+00  2.636E+00  7.414E-01  2.835E-01
  4.019E-01  1.354E+01  2.058E+00  2.642E+00  7.408E-01  2.839E-01
  4.033E-01  1.354E+01  2.062E+00  2.648E+00  7.402E-01  2.843E-01
  4.047E-01  1.354E+01  2.066E+00  2.654E+00  7.397E-01  2.847E-01
  4.060E-01  1.354E+01  2.070E+00  2.660E+00  7.391E-01  2.851E-01
  4.074E-01  1.354E+01  2.074E+00  2.666E+00  7.386E-01  2.854E-01
  4.088E-01  1.355E+01  2.078E+00  2.671E+00  7.381E-01  2.858E-01
  4.102E-01  1.355E+01  2.081E+00  2.677E+00  7.375E-01  2.862E-01
  4.116E-01  1.355E+01  2.085E+00  2.683E+00  7.370E-01  2.865E-01
  4.130E-01  1.355E+01  2.089E+00  2.688E+00  7.365E-01  2.869E-01
  4.144E-01  1.355E+01  2.093E+00  2.694E+00  7.360E-01  2.873E-01
  4.158E-01  1.355E+01  2.097E+00  2.700E+00  7.354E-01  2.876E-01
  4.172E-01  1.355E+01  2.100E+00  2.705E+00  7.349E-01  2.880E-01
  4.187E-01  1.356E+01  2.104E+00  2.711E+00  7.344E-01  2.884E-01
  4.201E-01  1.356E+01  2.108E+00  2.716E+00  7.339E-01  2.887E-01
  4.215E-01  1.356E+01  2.111E+00  2.721E+00  7.334E-01  2.890E-01
  4.230E-01  1.356E+01  2.115E+00  2.727E+00  7.329E-01  2.894E-01
  4.244E-01  1.356E+01  2.118E+00  2.732E+00  7.324E-01  2.897E-01
  4.258E-01  1.356E+01  2.122E+00  2.737E+00  7.319E-01  2.901E-01
  4.273E-01  1.356E+01  2.125E+00  2.742E+00  7.314E-01  2.904E-01
  4.288E-01  1.356E+01  2.128E+00  2.747E+00  7.309E-01  2.907E-01
  4.302E-01  1.356E+01  2.132E+00  2.752E+00  7.304E-01  2.911E-01
  4.317E-01  1.356E+01  2.135E+00  2.757E+00  7.299E-01  2.914E-01
  4.332E-01  1.356E+01  2.138E+00  2.762E+00  7.294E-01  2.917E-01
  4.346E-01  1.356E+01  2.142E+00  2.767E+00  7.289E-01  2.921E-01
  4.361E-01  1.356E+01  2.145E+00  2.772E+00  7.284E-01  2.924E-01
  4.376E-01  1.356E+01  2.148E+00  2.777E+00  7.279E-01  2.927E-01
  4.391E-01  1.356E+01  2.151E+00  2.782E+00  7.275E-01  2.930E-01
  4.406E-01  1.356E+01  2.155E+00  2.787E+00  7.270E-01  2.933E-01
  4.421E-01  1.356E+01  2.158E+00  2.791E+00  7.265E-01  2.936E-01
  4.436E-01  1.356E+01  2.161E+00  2.796E+00  7.260E-01  2.939E-01
  4.451E-01  1.356E+01  2.164E+00  2.801E+00  7.256E-01  2.943E-01
  4.466E-01  1.356E+01  2.167E+00  2.805E+00  7.251E-01  2.946E-01
  4.481E-01  1.356E+01  2.170E+00  2.810E+00  7.246E-01  2.948E-01
  4.497E-01  1.356E+01  2.173E+00  2.814E+00  7.242E-01  2.951E-01
  4.512E-01  1.356E+01  2.176E+00  2.818E+00  7.237E-01  2.954E-01
  4.527E-01  1.356E+01  2.179E+00  2.823E+00  7.233E-01  2.957E-01
  4.543E-01  1.356E+01  2.181E+00  2.827E+00  7.228E-01  2.960E-01
  4.558E-01  1.356E+01  2.184E+00  2.831E+00  7.224E-01  2.963E-01
  4.574E-01  1.356E+01  2.187E+00  2.836E+00  7.219E-01  2.966E-01
  4.589E-01  1.356E+01  2.190E+00  2.840E+00  7.215E-01  2.969E-01
  4.605E-01  1.355E+01  2.193E+00  2.844E+00  7.210E-01  2.972E-01
  4.621E-01  1.355E+01  2.195E+00  2.848E+00  7.206E-01  2.974E-01
  4.636E-01  1.355E+01  2.198E+00  2.852E+00  7.202E-01  2.977E-01
  4.652E-01  1.355E+01  2.201E+00  2.856E+00  7.197E-01  2.980E-01
  4.668E-01  1.355E+01  2.203E+00  2.860E+00  7.193E-01  2.982E-01
  4.684E-01  1.355E+01  2.206E+00  2.864E+00  7.189E-01  2.985E-01
  4.700E-01  1.355E+01  2.208E+00  2.868E+00  7.184E-01  2.988E-01
  4.716E-01  1.355E+01  2.211E+00  2.872E+00  7.180E-01  2.990E-01
  4.732E-01  1.354E+01  2.214E+00  2.876E+00  7.176E-01  2.993E-01
  4.748E-01  1.354E+01  2.216E+00  2.880E+00  7.172E-01  2.996E-01
  4.764E-01  1.354E+01  2.218E+00  2.884E+00  7.168E-01  2.998E-01
  4.781E-01  1.354E+01  2.221E+00  2.887E+00  7.163E-01  3.001E-01
  4.797E-01  1.354E+01  2.223E+00  2.891E+00  7.159E-01  3.003E-01
  4.813E-01  1.354E+01  2.226E+00  2.895E+00  7.155E-01  3.006E-01
  4.830E-01  1.353E+01  2.228E+00  2.898E+00  7.151E-01  3.008E-01
  4.846E-01  1.353E+01  2.230E+00  2.902E+00  7.147E-01  3.010E-01
  4.863E-01  1.353E+01  2.233E+00  2.905E+00  7.143E-01  3.013E-01
  4.879E-01  1.353E+01  2.235E+00  2.909E+00  7.139E-01  3.015E-01
  4.896E-01  1.353E+01  2.237E+00  2.912E+00  7.135E-01  3.018E-01
  4.912E-01  1.352E+01  2.239E+00  2.916E+00  7.131E-01  3.020E-01
  4.929E-01  1.352E+01  2.242E+00  2.919E+00  7.127E-01  3.022E-01
  4.946E-01  1.352E+01  2.244E+00  2.922E+00  7.123E-01  3.024E-01
  4.963E-01  1.352E+01  2.246E+00  2.926E+00  7.119E-01  3.027E-01
  4.980E-01  1.351E+01  2.248E+00  2.929E+00  7.116E-01  3.029E-01
  4.997E-01  1.351E+01  2.250E+00  2.932E+00  7.112E-01  3.031E-01
  5.014E-01  1.351E+01  2.252E+00  2.935E+00  7.108E-01  3.033E-01
  5.031E-01  1.351E+01  2.254E+00  2.938E+00  7.104E-01  3.035E-01
  5.048E-01  1.350E+01  2.256E+00  2.942E+00  7.100E-01  3.038E-01
  5.065E-01  1.350E+01  2.258E+00  2.945E+00  7.097E-01  3.040E-01
  5.082E-01  1.350E+01  2.260E+00  2.948E+00  7.093E-01  3.042E-01
  5.100E-01  1.350E+01  2.262E+00  2.951E+00  7.089E-01  3.044E-01
  5.117E-01  1.349E+01  2.264E+00  2.954E+00  7.085E-01  3.046E-01
  5.134E-01  1.349E+01  2.266E+00  2.956E+00  7.082E-01  3.048E-01
  5.152E-01  1.349E+01  2.268E+00  2.959E+00  7.078E-01  3.050E-01
  5.170E-01  1.348E+01  2.270E+00  2.962E+00  7.074E-01  3.052E-01
  5.187E-01  1.348E+01  2.271E+00  2.965E+00  7.071E-01  3.054E-01
  5.205E-01  1.348E+01  2.273E+00  2.968E+00  7.067E-01  3.056E-01
  5.223E-01  1.348E+01  2.275E+00  2.971E+00  7.064E-01  3.058E-01
  5.240E-01  1.347E+01  2.277E+00  2.973E+00  7.060E-01  3.060E-01
  5.258E-01  1.347E+01  2.278E+00  2.976E+00  7.057E-01  3.061E-01
  5.276E-01  1.347E+01  2.280E+00  2.979E+00  7.053E-01  3.063E-01
  5.294E-01  1.346E+01  2.282E+00  2.981E+00  7.050E-01  3.065E-01
  5.312E-01  1.346E+01  2.283E+00  2.984E+00  7.046E-01  3.067E-01
  5.330E-01  1.346E+01  2.285E+00  2.986E+00  7.043E-01  3.069E-01
  5.348E-01  1.345E+01  2.287E+00  2.989E+00  7.039E-01  3.070E-01
  5.367E-01  1.345E+01  2.288E+00  2.991E+00  7.036E-01  3.072E-01
  5.385E-01  1.345E+01  2.290E+00  2.994E+00  7.033E-01  3.074E-01
  5.403E-01  1.344E+01  2.291E+00  2.996E+00  7.029E-01  3.076E-01
  5.422E-01  1.344E+01  2.293E+00  2.998E+00  7.026E-01  3.077E-01
  5.440E-01  1.344E+01  2.294E+00  3.001E+00  7.023E-01  3.079E-01
  5.459E-01  1.343E+01  2.296E+00  3.003E+00  7.019E-01  3.081E-01
  5.477E-01  1.343E+01  2.297E+00  3.005E+00  7.016E-01  3.082E-01
  5.496E-01  1.342E+01  2.299E+00  3.008E+00  7.013E-01  3.084E-01
  5.515E-01  1.342E+01  2.300E+00  3.010E+00  7.009E-01  3.085E-01
  5.533E-01  1.342E+01  2.301E+00  3.012E+00  7.006E-01  3.087E-01
