 0.000000000E+0000  -5.000000000E-0002  -1.000000000E-0001  -1.500000000E-0001  -2.000000000E-0001  -2.500000000E-0001  -3.000000000E-0001  -3.500000000E-0001  -4.000000000E-0001  -4.500000000E-0001  -5.000000000E-0001  -5.500000000E-0001  -6.000000000E-0001  -6.500000000E-0001  -7.000000000E-0001  -7.500000000E-0001  -8.000000000E-0001  -8.500000000E-0001  -9.000000000E-0001  -9.500000000E-0001  -1.000000000E+0000  -1.050000000E+0000  -1.100000000E+0000  -1.150000000E+0000  -1.200000000E+0000  -1.250000000E+0000  -1.300000000E+0000  -1.350000000E+0000  -1.400000000E+0000  -1.450000000E+0000  -1.500000000E+0000  -1.550000000E+0000  -1.600000000E+0000  -1.650000000E+0000  -1.000000000E+0002  
 0.000000000E+0000  -5.000000000E-0002  -1.000000000E-0001  -1.500000000E-0001  -2.000000000E-0001  -2.500000000E-0001  -3.000000000E-0001  -3.500000000E-0001  -4.000000000E-0001  -4.500000000E-0001  -5.000000000E-0001  -5.500000000E-0001  -6.000000000E-0001  -6.500000000E-0001  -7.000000000E-0001  -7.500000000E-0001  -8.000000000E-0001  -8.500000000E-0001  -9.000000000E-0001  -9.500000000E-0001  -1.000000000E+0000  -1.050000000E+0000  -1.100000000E+0000  -1.150000000E+0000  -1.200000000E+0000  -1.250000000E+0000  -1.300000000E+0000  -1.350000000E+0000  -1.400000000E+0000  -1.450000000E+0000  -1.500000000E+0000  -1.550000000E+0000  -1.600000000E+0000  -1.650000000E+0000  -1.000000000E+0002  
 5.529839424E-0012  -3.048516919E-0002  -6.391953788E-0002  -1.009936509E-0001  -1.425914307E-0001  -1.896813238E-0001  -2.431501920E-0001  -3.041759181E-0001  -3.741133617E-0001  -4.543737735E-0001  -5.463562298E-0001  -6.520099310E-0001  -7.735136212E-0001  -9.132731435E-0001  -1.074057290E+0000  -1.259089374E+0000  -1.472170720E+0000  -1.717818857E+0000  -2.001391014E+0000  -2.329169941E+0000  -2.708409144E+0000  -3.147353636E+0000  -3.655259685E+0000  -4.242432938E+0000  -4.920295817E+0000  -5.701488113E+0000  -6.600001002E+0000  -7.631343429E+0000  -8.812739645E+0000  -1.016335724E+0001  -1.170456588E+0001  -1.346022794E+0001  -1.545702344E+0001  -1.772481218E+0001  -1.000000000E+0002  
-3.639977172E-0002  -6.867424589E-0002  -1.041323025E-0001  -1.434762193E-0001  -1.874061384E-0001  -2.367422098E-0001  -2.924455769E-0001  -3.555403085E-0001  -4.272526005E-0001  -5.089699553E-0001  -6.023324644E-0001  -7.090086462E-0001  -8.310275073E-0001  -9.707291931E-0001  -1.130828482E+0000  -1.314510866E+0000  -1.525566312E+0000  -1.768540871E+0000  -2.048869203E+0000  -2.372958109E+0000  -2.748217047E+0000  -3.183056972E+0000  -3.686888622E+0000  -4.270145336E+0000  -4.944343223E+0000  -5.722181512E+0000  -6.617680898E+0000  -7.646356328E+0000  -8.825421261E+0000  -1.017402164E+0001  -1.171349937E+0001  -1.346768648E+0001  -1.546323237E+0001  -1.772996760E+0001  -1.000000000E+0002  
-7.600242021E-0002  -1.103144655E-0001  -1.479958964E-0001  -1.896248648E-0001  -2.358106116E-0001  -2.874299365E-0001  -3.453548832E-0001  -4.105928026E-0001  -4.842660110E-0001  -5.678750765E-0001  -6.627759402E-0001  -7.705276785E-0001  -8.930683991E-0001  -1.032660350E+0000  -1.191956052E+0000  -1.374099152E+0000  -1.582869414E+0000  -1.822849585E+0000  -2.099567934E+0000  -2.419577769E+0000  -2.790468840E+0000  -3.220839211E+0000  -3.720268642E+0000  -4.299325187E+0000  -4.969619291E+0000  -5.743906032E+0000  -6.636229887E+0000  -7.662105558E+0000  -8.838729897E+0000  -1.018522229E+0001  -1.172289295E+0001  -1.347554055E+0001  -1.546978163E+0001  -1.773541578E+0001  -1.000000000E+0002  
-1.196361495E-0001  -1.562822138E-0001  -1.963006733E-0001  -2.401858557E-0001  -2.886172862E-0001  -3.426053686E-0001  -4.029653038E-0001  -4.705969468E-0001  -5.466987156E-0001  -6.325132217E-0001  -7.291343228E-0001  -8.381053465E-0001  -9.612499755E-0001  -1.100732426E+0000  -1.259128347E+0000  -1.439531421E+0000  -1.645711037E+0000  -1.882296886E+0000  -2.154932785E+0000  -2.470349588E+0000  -2.836351166E+0000  -3.261752283E+0000  -3.756322438E+0000  -4.330775176E+0000  -4.996817748E+0000  -5.767257995E+0000  -6.656158214E+0000  -7.679025954E+0000  -8.853034805E+0000  -1.019727174E+0001  -1.173301045E+0001  -1.348401226E+0001  -1.547685778E+0001  -1.774131313E+0001  -1.000000000E+0002  
-1.682126159E-0001  -2.074446255E-0001  -2.497423219E-0001  -2.958176859E-0001  -3.467386258E-0001  -4.033515956E-0001  -4.664329401E-0001  -5.369777938E-0001  -6.159442611E-0001  -7.041565352E-0001  -8.027881496E-0001  -9.132279438E-0001  -1.037150538E+0000  -1.176590501E+0000  -1.334022930E+0000  -1.512478088E+0000  -1.715713565E+0000  -1.948419469E+0000  -2.216384874E+0000  -2.526560211E+0000  -2.887008916E+0000  -3.306801719E+0000  -3.795925019E+0000  -4.365251931E+0000  -5.026589993E+0000  -5.792796407E+0000  -6.677944349E+0000  -7.697526127E+0000  -8.868684207E+0000  -1.021046618E+0001  -1.174410328E+0001  -1.349331469E+0001  -1.548464106E+0001  -1.774781185E+0001  -1.000000000E+0002  
-2.233606023E-0001  -2.648401856E-0001  -3.092030539E-0001  -3.576791361E-0001  -4.112804921E-0001  -4.708188010E-0001  -5.371979827E-0001  -6.109880316E-0001  -6.929581237E-0001  -7.839749518E-0001  -8.850355376E-0001  -9.973315269E-0001  -1.122337360E+0000  -1.261907893E+0000  -1.418378524E+0000  -1.594693305E+0000  -1.794594043E+0000  -2.022848883E+0000  -2.285432237E+0000  -2.589570669E+0000  -2.943647628E+0000  -3.357041129E+0000  -3.839989218E+0000  -4.403542151E+0000  -5.059611916E+0000  -5.821100837E+0000  -6.702084589E+0000  -7.718030563E+0000  -8.886040754E+0000  -1.022511505E+0001  -1.175643518E+0001  -1.350367229E+0001  -1.549332223E+0001  -1.775507382E+0001  -1.000000000E+0002  
-2.865818851E-0001  -3.296967610E-0001  -3.761938752E-0001  -4.272767929E-0001  -4.837883114E-0001  -5.464908673E-0001  -6.160877819E-0001  -6.932468699E-0001  -7.786361224E-0001  -8.729621075E-0001  -9.770139615E-0001  -1.091732760E+0000  -1.218319547E+0000  -1.358369443E+0000  -1.514010383E+0000  -1.688058310E+0000  -1.884228264E+0000  -2.107388343E+0000  -2.363752145E+0000  -2.660898585E+0000  -3.007611751E+0000  -3.413644256E+0000  -3.889530411E+0000  -4.446519630E+0000  -5.096633381E+0000  -5.852813858E+0000  -6.729129092E+0000  -7.741009996E+0000  -8.905506962E+0000  -1.024156229E+0001  -1.177029979E+0001  -1.351533550E+0001  -1.550311468E+0001  -1.776328064E+0001  -1.000000000E+0002  
-3.587329994E-0001  -4.036932901E-0001  -4.524233266E-0001  -5.059270338E-0001  -5.651095769E-0001  -6.307879648E-0001  -7.036875768E-0001  -7.844476738E-0001  -8.736454035E-0001  -9.718301488E-0001  -1.079562575E+0000  -1.197478899E+0000  -1.326411846E+0000  -1.467572649E+0000  -1.622761051E+0000  -1.794581058E+0000  -1.986689751E+0000  -2.204078280E+0000  -2.453270987E+0000  -2.742302604E+0000  -3.080466852E+0000  -3.477980883E+0000  -3.945734112E+0000  -4.495203947E+0000  -5.138528264E+0000  -5.888683151E+0000  -6.759717006E+0000  -7.767010533E+0000  -8.927549288E+0000  -1.026020620E+0001  -1.178603705E+0001  -1.352859433E+0001  -1.551426561E+0001  -1.777264281E+0001  -1.000000000E+0002  
