    Time in years,  Te_inf includes ephi
    Temp and Lum are local values, i.e. no ephi


       Time= 1.000E-10      Te_inf 6.573E+06

 zone       Rad [m]      Rho [gm/cc]       exp(phi)          dvol        Temp [K]     Lum [Lsun]  
                                                                       no exp(phi)   no exp(2phi) 

  363   1.1512734E+04  1.0000000E+10  8.6150919E-01  1.1161446E+16    4.9602747E+09  8.3679156E+02
  361   1.1506943E+04  1.0798819E+10  8.6143381E-01  1.1153741E+16    5.0339444E+09  4.0337131E+02
  359   1.1501152E+04  1.1661449E+10  8.6135845E-01  1.1143472E+16    5.0681364E+09  4.2422239E+02
  357   1.1495362E+04  1.2592987E+10  8.6128309E-01  1.1133208E+16    5.1025777E+09  4.4566401E+02
  355   1.1489570E+04  1.3598938E+10  8.6120771E-01  1.1237267E+16    5.1372795E+09  4.6788937E+02
  353   1.1483663E+04  1.4685247E+10  8.6113035E-01  1.1335266E+16    5.1729318E+09  4.9102479E+02
  351   1.1477756E+04  1.5858332E+10  8.6105300E-01  1.1324602E+16    5.2088498E+09  5.1486633E+02
  349   1.1471849E+04  1.7125125E+10  8.6097566E-01  1.1313943E+16    5.2450356E+09  5.3950501E+02
  347   1.1465942E+04  1.8493112E+10  8.6089832E-01  1.1303289E+16    5.2814915E+09  5.6495676E+02
  345   1.1460036E+04  1.9970376E+10  8.6082099E-01  1.1292640E+16    5.3182194E+09  5.9072378E+02
  343   1.1453834E+04  2.1565647E+10  8.6073955E-01  1.2558558E+16    5.3570808E+09  6.1873532E+02
  341   1.1447180E+04  2.3288352E+10  8.6065184E-01  1.2694016E+16    5.3991112E+09  6.4749250E+02
  339   1.1440527E+04  2.5148669E+10  8.6056413E-01  1.2680526E+16    5.4414957E+09  6.7716839E+02
  337   1.1433873E+04  2.7157591E+10  8.6047643E-01  1.2667044E+16    5.4842376E+09  7.0783497E+02
  335   1.1427220E+04  2.9326990E+10  8.6038874E-01  1.2653569E+16    5.5273400E+09  7.3946321E+02
  333   1.1420566E+04  3.1669685E+10  8.6030106E-01  1.3214354E+16    5.5708063E+09  7.7248112E+02
  331   1.1413225E+04  3.4199519E+10  8.6020362E-01  1.4089872E+16    5.6192004E+09  8.0743117E+02
  329   1.1405799E+04  3.6931440E+10  8.6010501E-01  1.4073119E+16    5.6686045E+09  8.4349636E+02
  327   1.1398374E+04  3.9881593E+10  8.6000640E-01  1.4056376E+16    5.7184752E+09  8.8039133E+02
  325   1.1390949E+04  4.3067409E+10  8.5990781E-01  1.4039644E+16    5.7688171E+09  9.1861042E+02
  323   1.1383523E+04  4.6507714E+10  8.5980923E-01  1.4022922E+16    5.8196350E+09  9.5790275E+02
  321   1.1375658E+04  5.0222838E+10  8.5970436E-01  1.5708468E+16    5.8739896E+09  1.0014490E+03
  319   1.1367306E+04  5.4234732E+10  8.5959254E-01  1.5732085E+16    5.9323108E+09  1.0460676E+03
  317   1.1358954E+04  5.8567103E+10  8.5948073E-01  1.5710972E+16    5.9912540E+09  1.0923453E+03
  315   1.1350602E+04  6.3245553E+10  8.5936893E-01  1.5689872E+16    6.0508262E+09  1.1403407E+03
  313   1.1342250E+04  6.8297726E+10  8.5925715E-01  1.5668788E+16    6.1110348E+09  1.1900208E+03
  311   1.1333827E+04  7.3753476E+10  8.5914430E-01  1.6388201E+16    6.1724106E+09  1.2428032E+03
  309   1.1324827E+04  7.9645042E+10  8.5902269E-01  1.6837611E+16    6.2387293E+09  1.2978819E+03
  307   1.1315826E+04  8.6007237E+10  8.5890111E-01  1.6813180E+16    6.3058134E+09  1.3551695E+03
  305   1.1306826E+04  9.2877656E+10  8.5877954E-01  1.6788767E+16    6.3736723E+09  1.8088306E+03
  303   1.1297826E+04  1.0029690E+11  8.5865798E-01  1.6764373E+16    6.4423157E+09  2.2681934E+03
  301   1.1288826E+04  1.0830880E+11  8.5853645E-01  1.6833667E+16    6.5117532E+09  2.2842520E+03
  299   1.1279615E+04  1.1696071E+11  8.5841121E-01  1.7308676E+16    6.5836518E+09  2.3117871E+03
  297   1.1270295E+04  1.2630375E+11  8.5828404E-01  1.7282578E+16    6.6572760E+09  2.4422608E+03
  295   1.1260975E+04  1.3639313E+11  8.5815690E-01  1.7256500E+16    6.7317846E+09  2.5791308E+03
  293   1.1251655E+04  1.4728847E+11  8.5802978E-01  1.7230443E+16    6.8071891E+09  2.7237253E+03
  291   1.1242335E+04  1.5905415E+11  8.5790267E-01  1.7204407E+16    6.8835008E+09  2.8773390E+03
  289   1.1233011E+04  1.7175969E+11  8.5777551E-01  1.8562253E+16    6.9607711E+09  3.0432785E+03
  287   1.1222197E+04  1.8548017E+11  8.5762636E-01  1.9895901E+16    7.0515586E+09  3.2224286E+03
  285   1.1211384E+04  2.0029668E+11  8.5747724E-01  1.9860940E+16    7.1436183E+09  3.4112304E+03
  283   1.1200571E+04  2.1629675E+11  8.5732814E-01  1.9826011E+16    7.2369692E+09  3.6112769E+03
  281   1.1189758E+04  2.3357494E+11  8.5717907E-01  1.9791115E+16    7.3316306E+09  3.8247371E+03
  279   1.1178944E+04  2.5223334E+11  8.5703002E-01  1.9601860E+16    7.4276223E+09  4.0498063E+03
  277   1.1168515E+04  2.7238221E+11  8.5688515E-01  1.8631343E+16    7.5214965E+09  4.2839474E+03
  275   1.1158300E+04  2.9414061E+11  8.5674263E-01  1.8600282E+16    7.6146804E+09  4.5344276E+03
  273   1.1148085E+04  3.1763711E+11  8.5660013E-01  1.8569250E+16    7.7091045E+09  4.7976526E+03
  271   1.1137870E+04  3.4301056E+11  8.5645766E-01  1.8538244E+16    7.8047862E+09  5.0770635E+03
  269   1.1127655E+04  3.7041089E+11  8.5631521E-01  1.8507265E+16    7.9017439E+09  5.3749002E+03
  267   1.1117440E+04  4.0000000E+11  8.5617278E-01  1.5752581E+16    7.9999975E+09  2.8770666E+02
  265   1.1111807E+04  4.3193633E+11  8.5609378E-01  7.3466252E+15    8.0037289E+09  2.6759349E+02
  263   1.1107741E+04  4.6642248E+11  8.5603649E-01  7.3417265E+15    8.0064266E+09  2.6892803E+02
  261   1.1103676E+04  5.0366204E+11  8.5597921E-01  7.3368295E+15    8.0091260E+09  2.7044557E+02
  259   1.1099611E+04  5.4387484E+11  8.5592192E-01  7.3319342E+15    8.0118270E+09  2.7230241E+02
  257   1.1095545E+04  5.8729825E+11  8.5586464E-01  7.3270406E+15    8.0145298E+09  2.7447761E+02
  255   1.1091480E+04  6.3418863E+11  8.5580737E-01  7.3221487E+15    8.0172343E+09  2.7682838E+02
  253   1.1087414E+04  6.8482278E+11  8.5575009E-01  7.3172585E+15    8.0199404E+09  2.7936154E+02
  251   1.1083349E+04  7.3949959E+11  8.5569283E-01  7.3123701E+15    8.0226483E+09  2.8208267E+02
  249   1.1079283E+04  7.9854185E+11  8.5563556E-01  7.3074834E+15    8.0253579E+09  2.8499211E+02
  247   1.1075218E+04  8.6229809E+11  8.5557830E-01  7.3025983E+15    8.0280692E+09  2.8781540E+02
  245   1.1070925E+04  9.3114469E+11  8.5551768E-01  8.4245086E+15    8.0309356E+09  2.9140413E+02
  243   1.1066058E+04  1.0054880E+12  8.5544856E-01  8.7287025E+15    8.0341912E+09  2.9492076E+02
  241   1.1061192E+04  1.0857670E+12  8.5537944E-01  8.7217071E+15    8.0374493E+09  2.9865443E+02
  239   1.1056325E+04  1.1724556E+12  8.5531033E-01  8.7147148E+15    8.0407098E+09  3.0261510E+02
  237   1.1051458E+04  1.2660654E+12  8.5524123E-01  8.7077253E+15    8.0439728E+09  3.0681286E+02
  235   1.1046591E+04  1.3671491E+12  8.5517213E-01  8.7007388E+15    8.0472383E+09  3.1125858E+02
  233   1.1041725E+04  1.4763034E+12  8.5510304E-01  8.6937552E+15    8.0505063E+09  3.1596233E+02
  231   1.1036858E+04  1.5941727E+12  8.5503395E-01  8.5411647E+15    8.0537767E+09  3.2126560E+02
  229   1.1032402E+04  1.7214528E+12  8.5497042E-01  7.5045451E+15    8.0567757E+09  3.2619799E+02
  227   1.1028195E+04  1.8588950E+12  8.5491025E-01  7.4993272E+15    8.0596114E+09  3.3176279E+02
  225   1.1023988E+04  2.0073107E+12  8.5485008E-01  7.4941111E+15    8.0624489E+09  3.3764864E+02
  223   1.1019780E+04  2.1675761E+12  8.5478991E-01  7.4888970E+15    8.0652883E+09  3.4387459E+02
  221   1.1015573E+04  2.3406371E+12  8.5472975E-01  7.4836847E+15    8.0681296E+09  3.5046156E+02
  219   1.1011365E+04  2.5275155E+12  8.5466959E-01  7.4784744E+15    8.0709728E+09  3.5872458E+02
  217   1.1007158E+04  2.7293145E+12  8.5460944E-01  7.4732659E+15    8.0738178E+09  3.6742386E+02
  215   1.1002950E+04  2.9472252E+12  8.5454929E-01  7.9683519E+15    8.0766647E+09  3.7528395E+02
  213   1.0998057E+04  3.1825341E+12  8.5447893E-01  8.8935913E+15    8.0799818E+09  3.8396832E+02
  211   1.0993042E+04  3.4366303E+12  8.5440676E-01  8.8861917E+15    8.0833846E+09  3.9299773E+02
  209   1.0988028E+04  3.7110137E+12  8.5433460E-01  8.8787953E+15    8.0867900E+09  4.0258176E+02
  207   1.0983013E+04  4.0073041E+12  8.5426244E-01  8.8714021E+15    8.0901982E+09  4.1276324E+02
  205   1.0977998E+04  4.3272505E+12  8.5419030E-01  8.8640121E+15    8.0936090E+09  4.2358955E+02
  203   1.0972984E+04  4.6727418E+12  8.5411815E-01  8.8566254E+15    8.0970225E+09  4.3467253E+02
  201   1.0967674E+04  5.0458174E+12  8.5404155E-01  1.0072826E+16    8.1006421E+09  4.4739662E+02
  199   1.0961862E+04  5.4486796E+12  8.5395736E-01  1.0244846E+16    8.1046103E+09  4.6050015E+02
  197   1.0956051E+04  5.8837067E+12  8.5387318E-01  1.0234919E+16    8.1085821E+09  4.7456647E+02
  195   1.0950239E+04  6.3534667E+12  8.5378902E-01  1.0224997E+16    8.1125575E+09  4.8999313E+02
  193   1.0944428E+04  6.8607327E+12  8.5370485E-01  1.0215081E+16    8.1165366E+09  5.0681256E+02
