       6    6134    3922    3922

     EOS file :  StrangeEOS_03_140_100_Acc-Fe.dat                            

  step        radius       baryon#       density        pressure       encl. mass            phi     encl. bar. mass 
                (m)        (#/fm3)       (g/cm3)        (dyn/cm2)      (sol. mass)                     (sol. mass)   

  1723    2996.936915   5.042486E-01   8.330475E+14    1.32954E+35   4.857311338E-02  -5.364650E-01   4.975722204E-02
  1724    3006.387543   5.040591E-01   8.326784E+14    1.32847E+35   4.902117034E-02  -5.363440E-01   5.022281691E-02
  1725    3015.864610   5.038686E-01   8.323071E+14    1.32740E+35   4.947311752E-02  -5.362222E-01   5.069255810E-02
  1726    3025.368159   5.036805E-01   8.319417E+14    1.32632E+35   4.992898676E-02  -5.360997E-01   5.116648062E-02
  1727    3034.898145   5.034921E-01   8.315763E+14    1.32524E+35   5.038880749E-02  -5.359765E-01   5.164461650E-02
  1728    3044.454585   5.033027E-01   8.312087E+14    1.32414E+35   5.085260921E-02  -5.358526E-01   5.212699881E-02
  1729    3054.037523   5.031122E-01   8.308391E+14    1.32305E+35   5.132042247E-02  -5.357280E-01   5.261366184E-02
  1730    3063.647000   5.029206E-01   8.304674E+14    1.32194E+35   5.179227803E-02  -5.356026E-01   5.310464009E-02
  1731    3073.283057   5.027279E-01   8.300936E+14    1.32084E+35   5.226820680E-02  -5.354766E-01   5.359996831E-02
  1732    3082.945736   5.025341E-01   8.297177E+14    1.31972E+35   5.274823987E-02  -5.353498E-01   5.409968145E-02
  1733    3092.635077   5.023392E-01   8.293397E+14    1.31860E+35   5.323240852E-02  -5.352222E-01   5.460381471E-02
  1734    3102.351121   5.021432E-01   8.289595E+14    1.31747E+35   5.372074418E-02  -5.350940E-01   5.511240349E-02
  1735    3112.093909   5.019460E-01   8.285772E+14    1.31634E+35   5.421327849E-02  -5.349650E-01   5.562548343E-02
  1736    3121.863481   5.017478E-01   8.281927E+14    1.31520E+35   5.471004324E-02  -5.348352E-01   5.614309041E-02
  1737    3131.659875   5.015484E-01   8.278061E+14    1.31406E+35   5.521107040E-02  -5.347048E-01   5.666526052E-02
  1738    3141.483134   5.013479E-01   8.274173E+14    1.31291E+35   5.571639212E-02  -5.345735E-01   5.719203010E-02
  1739    3151.333294   5.011462E-01   8.270264E+14    1.31175E+35   5.622604072E-02  -5.344416E-01   5.772343568E-02
  1740    3161.210397   5.009434E-01   8.266332E+14    1.31059E+35   5.674004870E-02  -5.343088E-01   5.825951406E-02
